Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.023826,42.92088,0.532482,39.46787,-0.014879,-0.000895,0,0.017866,0.5896,0.044614,0.20979,14.97769,
0.499999999999997,0.026554,42.73359,0.675732,40.01908,0.037964,0.045481,0,-0.014334,0.766782,0.059542,0.161376,15.09697,
1,0.045704,38.18241,1.637872,40.87911,0.009052,0.083047,0,0.001627,2.829634,0.161822,0.208167,14.58836,
1.5,0.142674,29.69248,3.466038,42.49932,-0.105455,0.476731,0,0.013059,6.885108,0.471631,0.245236,12.78108,
2,0.37172,24.45048,4.471327,43.98153,0.03005,0.962489,0,0.061366,10.42265,0.686446,0.09211,12.04489,
2.5,0.547536,20.57658,6.148362,45.64787,0.077923,1.48767,0,0.05579,12.79522,0.715892,0.18041,12.99568,
3,0.771082,17.42804,7.602171,46.82746,0.106591,1.220235,0,0.07574,14.8946,0.993219,0.345206,12.43485,
3.5,1.008589,14.29674,9.043163,47.43966,0.139758,0.694381,0,0.114443,16.75566,1.40789,0.204179,10.97751,
4,1.27884,9.910596,11.12964,46.81181,0.283612,0.556174,0,0.31673,16.64434,2.113231,0.204057,10.05686,
4.5,1.979672,6.734265,12.50962,45.79699,0.225396,0.64023,0,0.643367,14.96409,2.204796,0.091753,9.386248,
5,2.181502,5.312177,13.42545,46.24323,0.240089,0.626511,0,0.76612,14.30541,2.421716,0.193947,9.308262,
5.5,2.345963,4.76232,13.75462,46.46646,0.388521,0.597608,0,0.818701,13.67048,2.628546,0.145868,9.425304,
6,2.380281,4.310891,14.05831,46.39406,0.282211,0.700922,0,0.854092,13.73605,2.63805,0.115666,9.470848,
6.5,2.457498,4.334387,14.10019,46.29798,0.359926,0.76081,0,0.874994,13.41313,2.668388,0.157027,9.469631,
7.00000000000001,2.360285,4.296179,14.31669,46.69591,0.291529,0.664757,0,0.865507,13.56601,2.670873,0.181792,9.393013,
7.5,2.337515,4.356675,14.27921,46.53893,0.313982,0.652704,0,0.873442,13.5128,2.719623,0.157818,9.524788,
8,2.426402,4.310985,14.06265,46.55779,0.355433,0.740534,0,0.872738,13.67572,2.761409,0.163829,9.349451,
8.50000000000001,2.264818,4.419228,14.35934,46.58343,0.262611,0.665989,0,0.855694,13.6443,2.731892,0.193999,9.41531,
9,2.306485,4.37221,14.12534,45.97635,0.362914,0.77031,0,0.859152,13.69282,2.669576,0.160718,9.276507,
9.5,2.267364,4.36917,13.96694,46.27046,0.298228,0.599024,0,0.825698,13.66129,2.694426,0.148261,9.371539,
10,2.251148,4.506114,14.19952,46.45256,0.330517,0.618141,0,0.847775,13.77524,2.549104,0.184295,9.150132,
10.5,2.24067,4.469987,14.12641,46.42562,0.318636,0.640385,0,0.859087,13.75483,2.709008,0.197367,9.482594,
11,2.210652,4.388143,14.35492,46.51022,0.346189,0.606324,0,0.858052,13.66919,2.760273,0.173045,9.274897,
11.5,2.276502,4.458847,14.23771,46.50878,0.404311,0.581343,0,0.818253,13.68639,2.647758,0.258669,9.288772,
12,2.22595,4.387208,14.12915,45.96663,0.316797,0.596388,0,0.821429,13.80406,2.697329,0.198206,9.435211,
12.5,2.265968,4.390621,14.28737,46.52223,0.339778,0.624372,0,0.826449,13.68461,2.611954,0.196306,9.383667,
13,2.286938,4.340909,13.9775,45.95903,0.301872,0.645653,0,0.856754,13.69544,2.675178,0.163855,9.205493,
13.5,2.300761,4.403451,14.16557,46.29092,0.392952,0.567087,0,0.880365,13.821,2.741186,0.19744,9.237241,
14,2.307419,4.278359,13.84074,45.65691,0.318032,0.682125,0,0.821637,13.67568,2.70311,0.200165,9.195484,
14.5,2.29404,4.374891,14.12192,46.68901,0.247536,0.634939,0,0.828151,13.81407,2.731174,0.195019,9.265841,
15,2.290612,4.353024,14.10222,46.32132,0.33572,0.67403,0,0.864931,13.72722,2.73472,0.099636,9.170098,
15.5,2.278633,4.387165,13.97304,46.11579,0.253211,0.609191,0,0.828278,13.65666,2.645377,0.151858,9.199924,
16,2.285521,4.543913,13.91425,45.91628,0.369267,0.618055,0,0.797068,13.77291,2.654127,0.255316,9.303646,
16.5,2.196888,4.361943,13.90886,45.52634,0.386094,0.661426,0,0.853136,13.8602,2.578844,0.088596,9.269032,
17,2.247979,4.359982,13.99419,45.71379,0.406085,0.678514,0,0.847135,13.75942,2.61547,0.179148,9.226974,
17.5,2.310309,4.371854,13.82786,44.86744,0.412042,0.62322,0,0.847773,13.66092,2.76299,0.148015,9.073598,
18,2.260701,4.387102,13.4718,44.4011,0.330487,0.684919,0,0.839086,13.73413,2.628725,0.196475,9.226048,
18.5,2.183291,4.263094,13.22904,43.41315,0.381654,0.553285,0,0.779767,13.79361,2.71657,0.162565,9.1539,
19,2.261789,4.284809,13.32818,43.63118,0.284332,0.649117,0,0.879312,13.72765,2.72903,0.239846,9.427079,
19.5,2.215551,4.235303,13.24638,42.94148,0.225277,0.660667,0,0.821466,13.73855,2.737409,0.163105,9.23877,
20,2.163998,4.240647,13.0371,42.86108,0.308052,0.620573,0,0.836181,13.64445,2.759319,0.203949,9.042157,
20.5,2.249972,4.244469,13.13167,43.08338,0.353532,0.53998,0,0.826422,13.56948,2.780937,0.224699,9.319661,
21,2.17317,4.23142,12.82989,42.80855,0.346704,0.694265,0,0.825373,13.70821,2.564909,0.164655,9.080082,
21.5,2.241085,4.266176,13.00461,42.90545,0.355338,0.5585,0,0.7561,13.53864,2.799447,0.199831,9.199808,
22,2.283257,4.251801,13.2104,43.1554,0.342027,0.63771,0,0.80624,13.6257,2.629875,0.233365,9.143218,
22.5,2.114547,4.20686,12.79271,42.7147,0.369077,0.676047,0,0.761274,13.57808,2.657299,0.202483,9.222651,
23,2.257999,4.252807,13.00655,42.94095,0.319782,0.600894,0,0.834212,13.70326,2.669865,0.151996,9.124049,
23.5,2.209344,4.156289,12.93907,42.80299,0.307229,0.609598,0,0.850803,13.65057,2.648548,0.175066,9.163523,
24,2.076601,4.244871,13.11954,43.02399,0.365521,0.612552,0,0.805354,13.69044,2.695532,0.154175,9.238623,
24.5,2.244211,4.297108,12.90029,43.11288,0.281382,0.598976,0,0.811478,13.61332,2.732224,0.144918,9.338077,
25,2.184287,4.215599,13.15174,42.92307,0.25254,0.704847,0,0.862703,13.58019,2.734552,0.172703,9.242589,
25.5,2.19794,4.24843,13.32191,43.37503,0.347906,0.524027,0,0.847905,13.66407,2.677978,0.183997,9.027126,
26,2.191674,4.224732,13.05636,42.5582,0.315492,0.643748,0,0.849314,13.54702,2.744672,0.165346,9.288326,
26.5,2.208688,4.149213,13.14902,43.06368,0.363855,0.576873,0,0.822424,13.53202,2.68853,0.15124,9.3065,
27,2.099539,4.174247,13.01395,43.58208,0.363511,0.745734,0,0.855071,13.62406,2.628904,0.173124,9.360707,
27.5,2.171693,4.228399,13.12974,43.23927,0.247593,0.693806,0,0.821921,13.69393,2.586416,0.198172,9.336892,
28,2.15253,4.319689,13.30029,43.47764,0.322178,0.632769,0,0.788581,13.47972,2.740429,0.19322,9.253224,
28.5,2.214619,4.279768,13.53054,44.05612,0.270818,0.715126,0,0.822892,13.5885,2.750813,0.137102,9.27879,
29,2.173277,4.377902,13.40943,43.86241,0.350759,0.617792,0,0.819085,13.44046,2.80576,0.127484,9.20625,
29.5,2.124076,4.319994,13.64532,44.7173,0.28893,0.651082,0,0.777311,13.75436,2.842058,0.182748,9.318948,
30,2.16378,4.345767,13.68418,45.36606,0.40445,0.673917,0,0.856897,13.59062,2.669655,0.158801,9.311401,
30.5,2.160396,4.301303,13.69995,45.15922,0.269561,0.706077,0,0.801789,13.65885,2.646064,0.140333,9.611042,
31,2.279797,4.379372,13.72012,45.51572,0.34726,0.62074,0,0.794577,13.52847,2.686363,0.133138,9.316699,
31.5,2.219962,4.274722,14.11344,46.02753,0.1952,0.691421,0,0.8673,13.48433,2.736949,0.109505,9.413445,
32,2.325634,4.322538,14.02863,45.70094,0.232686,0.538606,0,0.846671,13.60875,2.731161,0.222914,9.592618,
32.5,2.323891,4.259555,14.09124,45.87659,0.401449,0.674677,0,0.882191,13.39698,2.811081,0.176783,9.487228,
33,2.349225,4.217212,13.94277,46.2126,0.284101,0.658467,0,0.81296,13.4126,2.58691,0.233619,9.430145,
33.5,2.370306,4.188748,14.13558,45.94767,0.33089,0.623365,0,0.886662,13.49646,2.636763,0.117613,9.521564,
34,2.344388,4.440414,14.13758,46.27279,0.286751,0.589214,0,0.857257,13.51962,2.595891,0.254909,9.486064,
34.5,2.432256,4.880091,14.10493,45.92371,0.291229,0.673252,0,0.869152,13.66305,2.58308,0.135302,9.248763,
35,2.157344,5.798316,13.42143,45.92165,0.315383,0.596381,0,0.780807,13.84667,2.45507,0.233722,9.41985,
35.5,1.679819,8.007784,12.35178,45.17933,0.273896,0.463436,0,0.547961,14.133,2.383003,0.168966,9.837511,
36,1.076646,13.13499,10.74323,45.79059,0.303821,0.173031,0,0.269748,14.85903,2.236437,0.234773,11.4455,
36.5,0.690002,19.8565,8.22585,44.05077,0.234888,0.053232,0,0.122689,12.39047,1.785729,0.262335,13.03396,
37,0.259209,32.11611,3.984685,42.48135,0.068322,0.064523,0,0.060932,4.718293,0.477369,0.296048,15.66067,
37.5,0.068033,39.38869,1.480437,40.91809,0.042794,0.008016,0,0.051307,1.822964,0.123771,0.259481,16.36291,
38,-0.024401,41.38945,0.76809,39.76313,-0.024012,-0.053152,0,0.044433,0.946241,0.162593,0.252441,15.80712,
38.5,-0.03576,42.78724,0.493677,39.49446,-0.029681,-0.001161,0,-0.025805,0.606479,0.008778,0.242784,15.24293,
39,-0.067365,43.21072,0.433532,39.33357,0.005002,-0.090394,0,-0.025923,0.481115,0.033403,0.203061,15.08644,
39.5,0.013175,43.48748,0.354158,39.45772,-0.000953,0.034813,0,-0.014673,0.455969,0.046248,0.223089,15.20304,
40,-0.016257,43.94062,0.398907,39.43959,-0.054428,0.030783,0,0.036527,0.536349,0.001113,0.203269,14.5419,
40.5,-0.044296,44.21209,0.426887,39.52534,-0.032845,-0.021886,0,0.020686,0.450509,-0.030959,0.23872,14.52544,
41,-0.006905,44.18476,0.422103,39.38297,-0.032808,0.069582,0,-0.007306,0.460507,0.028151,0.196489,14.22849,
