Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.00065,44.5946,0.546637,39.49072,0.059392,-0.052162,0,0.020096,0.525415,0.108881,0.194504,12.98121,
0.5,-0.087462,43.79387,0.926956,39.99168,-0.01696,0.005087,0,0.049511,1.007855,0.16365,0.210022,13.26301,
1,0.114807,41.95301,1.912181,41.11721,0.053134,0.047227,0,0.07981,1.909154,0.333609,0.181961,13.74563,
1.5,0.323122,38.12272,3.46753,42.6179,0.072998,0.050166,0,0.17292,3.374469,0.622158,0.181485,13.58037,
2,0.580786,31.82472,6.225429,44.1521,0.207245,0.144146,0,0.263387,5.726675,1.218719,0.249279,13.39853,
2.5,1.117251,21.4179,10.01503,46.09204,0.260924,0.200203,0,0.354901,9.132836,1.842816,0.21597,11.07017,
3,1.748269,7.198891,13.78754,48.18645,0.339882,0.357356,0,0.487371,12.46259,2.648414,0.133168,6.84337,
3.5,1.897282,5.018174,14.83309,50.57878,0.40324,0.366037,0,0.573799,13.3231,2.714149,0.150967,6.425714,
4,2.153386,3.802541,15.22989,51.15541,0.408113,0.466776,0,0.560662,13.59689,2.776166,0.116631,6.306353,
4.5,1.827789,3.187921,15.47163,51.38282,0.469035,0.399819,0,0.530632,14.09038,2.757796,0.142173,6.160154,
5,1.527709,2.771274,15.69818,51.6554,0.446185,0.339602,0,0.51711,14.36001,2.878751,0.112399,6.354728,
5.5,1.131183,2.6608,15.81075,52.11261,0.50419,0.366067,0,0.541633,14.55918,2.945438,0.161526,6.470888,
6,0.684865,2.668747,16.08371,53.11905,0.43085,0.42788,0,0.530441,14.69331,2.979674,0.111358,6.714813,
6.5,0.54447,2.689279,16.44615,53.44058,0.382375,0.378377,0,0.538944,14.80084,3.005905,0.077498,6.729224,
7,0.331835,2.57305,16.7887,53.534,0.389264,0.453676,0,0.512574,14.57272,2.890115,0.082864,6.72048,
7.5,0.221405,2.820668,16.50532,53.68336,0.549274,0.323525,0,0.519302,14.75468,2.903083,0.102462,6.806416,
8,0.25816,2.69677,16.33068,53.53347,0.461513,0.315495,0,0.500113,14.7577,2.900467,0.035976,6.718429,
8.5,0.200747,2.632995,15.89456,52.59292,0.375237,0.433231,0,0.52153,14.76172,2.920168,0.110562,6.732251,
9,0.316019,2.706099,15.99043,52.72267,0.409023,0.456264,0,0.491356,14.8308,2.863168,0.141893,6.806524,
9.5,0.595328,2.665343,15.87182,52.4345,0.452796,0.369161,0,0.528569,14.74393,2.935996,0.070362,6.525131,
10,0.926871,2.783299,15.52454,51.22935,0.43995,0.320647,0,0.536799,14.61204,2.840151,0.131237,6.668564,
10.5,1.198801,2.831162,14.59248,49.70609,0.329332,0.320135,0,0.553517,14.23973,2.867052,0.120378,6.617771,
11,1.73184,3.509317,13.78045,47.88586,0.393038,0.336556,0,0.467058,13.88328,2.89808,0.171896,6.390178,
11.5,1.890943,4.868621,12.9744,46.43816,0.451475,0.250194,0,0.526154,13.1838,2.785497,0.129552,6.551472,
12,1.692589,7.319593,11.46587,44.47985,0.376427,0.351993,0,0.4349,11.98904,2.557282,0.084591,7.042886,
12.5,1.379125,12.20821,9.539593,41.99817,0.309458,0.338169,0,0.375856,9.922871,1.980578,0.154909,8.377986,
13,0.60131,35.12255,4.080176,41.48846,0.140074,0.103603,0,0.162351,4.060091,0.796153,0.275018,13.00694,
13.5,0.23207,40.88108,2.158713,40.24646,0.013085,0.120854,0,0.054287,1.864446,0.358976,0.216537,12.86389,
14,0.018125,43.84207,1.03963,40.07103,-0.01293,-0.026286,0,-0.005233,0.886866,0.211713,0.195962,12.59512,
14.5,0.022578,45.06959,0.473536,39.97863,0.008718,-0.019075,0,-0.012845,0.426058,0.004703,0.236007,12.67507,
15,-0.062294,45.54584,0.404711,39.84577,0.001838,-0.009321,0,0.006202,0.343686,0.099959,0.232404,12.59756,
15.5,-0.008792,45.86706,0.383951,39.7426,0.030442,0.070071,0,-0.012217,0.295969,0.001414,0.128207,12.57278,
16,-0.054456,45.75056,0.360482,39.76081,0.040813,0.037726,0,0.038649,0.29779,-0.021854,0.178983,12.6397,
