Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.486614,38.04789,4.134312,45.81579,0.15462,0.048294,0,0.084739,2.597271,0.360908,0.199423,13.11321,
0.500000000000003,1.236455,23.62892,9.827929,49.37043,0.487504,0.259061,0,0.222635,7.295035,1.498075,0.21639,12.4948,
0.999999999999997,2.01856,9.333876,13.64127,50.04436,0.661609,0.408984,0,0.318529,11.71337,2.327408,0.124014,7.870561,
1.5,2.170682,5.939879,14.41502,50.37931,0.640251,0.404038,0,0.304754,13.23078,2.605937,0.154829,6.751402,
2,2.202292,3.987242,14.88589,50.49384,0.754281,0.378239,0,0.323857,14.02382,2.807298,0.17583,6.361808,
2.5,2.287646,3.231688,15.16355,50.70429,0.715879,0.404476,0,0.307885,14.36412,2.881075,0.084179,6.541996,
3,2.153991,3.071337,14.80304,50.65684,0.783833,0.410511,0,0.382215,14.55179,2.818083,0.1418,6.614597,
3.5,2.205845,2.73291,15.1368,50.73199,0.789111,0.440831,0,0.330174,14.73543,2.774683,0.17956,6.670831,
4,2.254615,2.839037,14.82445,50.63616,0.822205,0.430241,0,0.363943,14.6424,2.831479,0.147612,6.680197,
4.5,2.185811,2.861121,14.88469,50.76247,0.75172,0.480855,0,0.326887,14.65286,2.80462,0.116291,6.721684,
5,2.194226,2.919886,14.77057,50.5598,0.760318,0.383413,0,0.294872,14.8684,2.818213,0.091312,6.758908,
5.5,2.265762,2.910763,14.73594,50.84064,0.793778,0.35526,0,0.318563,14.79262,2.814459,0.137073,6.811375,
6,2.148165,2.948118,14.8058,50.30587,0.690567,0.378341,0,0.295831,14.82913,2.90491,0.184966,6.762931,
6.5,2.156461,2.999385,14.77394,50.45978,0.804298,0.462689,0,0.280738,14.73836,2.824676,0.131894,6.606747,
7,2.05072,3.061399,14.81489,50.30403,0.777533,0.372302,0,0.333946,14.86064,2.81691,0.133166,6.976023,
7.5,1.927792,3.10499,14.90829,50.79189,0.795329,0.403874,0,0.366987,15.04739,2.839376,0.116673,6.989469,
8,1.442891,3.131002,14.96584,50.88041,0.724751,0.405044,0,0.327799,15.17607,2.858971,0.107694,7.036257,
8.5,1.159463,3.25863,15.33892,51.60461,0.708729,0.493756,0,0.371964,15.20572,2.873102,0.17251,7.036588,
9,0.886778,3.129679,15.22732,51.78469,0.755406,0.338196,0,0.344758,15.38832,2.910092,0.138468,7.082824,
9.5,0.540617,3.293145,15.60648,52.0423,0.836831,0.329179,0,0.348632,15.48258,2.923729,0.094841,7.186699,
10,0.383441,3.222097,15.93443,52.76777,0.797604,0.422159,0,0.318027,15.18883,2.943021,0.163524,7.240618,
10.5,0.347371,3.24712,15.71907,52.73979,0.713902,0.419961,0,0.338271,15.32971,3.028977,0.155649,7.159173,
11,0.423108,3.097266,15.59725,51.95827,0.766213,0.434355,0,0.309307,15.38535,3.060026,0.180136,7.105736,
11.5,0.524728,3.059925,15.56634,51.84195,0.674702,0.456471,0,0.30664,15.51568,2.911031,0.160283,7.131369,
12,0.651713,3.14004,15.42769,51.90745,0.75269,0.349854,0,0.346575,15.43911,2.843798,0.142523,7.208599,
12.5,0.993977,3.05267,15.22112,51.64363,0.744285,0.451592,0,0.353615,15.34012,2.832253,0.115416,7.142082,
13,1.360921,2.997932,14.97023,50.92736,0.813523,0.419098,0,0.363379,15.20852,2.782936,0.120673,6.759588,
13.5,1.894747,2.894147,14.83425,50.5638,0.796267,0.428038,0,0.342103,14.76784,2.828472,0.126083,6.815012,
14,2.136659,2.855147,15.05129,50.71616,0.820285,0.45433,0,0.384593,14.74668,2.834804,0.120669,6.660777,
14.5,2.227148,2.821499,15.08974,50.64531,0.831459,0.394478,0,0.352921,14.62826,2.934692,0.045336,6.60575,
15,2.219798,2.730674,14.9432,50.74488,0.742833,0.409182,0,0.318562,14.58472,2.771261,-0.013241,6.426443,
15.5,2.262483,2.810423,14.88258,50.58123,0.75246,0.418104,0,0.332344,14.49326,2.836372,0.107597,6.522571,
16,2.247547,3.186742,14.80606,50.11442,0.678584,0.361908,0,0.336255,13.92089,2.818301,0.114317,6.505266,
16.5,2.248586,4.112848,14.55735,49.41715,0.628641,0.40109,0,0.347867,13.22852,2.698147,0.052987,6.838429,
17,2.111655,6.257305,13.4173,47.86112,0.666367,0.428631,0,0.328848,12.04761,2.358549,0.120446,7.480126,
17.5,1.889475,9.792233,12.23562,45.65561,0.581585,0.338879,0,0.279041,9.891393,2.169061,0.103796,8.909574,
18,1.468901,17.79488,9.590855,43.12228,0.39932,0.226535,0,0.197594,6.634994,1.305377,0.174093,11.67727,
18.5,0.416736,38.20684,3.411617,41.6165,0.161367,0.108928,0,0.083413,1.960752,0.378953,0.214809,14.52441,
19,0.169811,42.66079,1.576775,40.28836,-0.008149,0.034205,0,-0.009993,0.928419,0.089196,0.262815,13.17355,
19.5,0.056662,44.31499,0.719588,39.89209,0.069066,0.074297,0,0.037861,0.540869,0.061926,0.191992,12.46328,
20,0.021421,45.39271,0.507843,39.63718,-0.033198,0.020203,0,0.014996,0.449981,0.025246,0.180291,12.57687,
20.5,-0.027731,45.44421,0.34902,40.00329,0.024714,0.072736,0,0.004953,0.401932,0.03107,0.150809,12.23505,
