Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.052499,46.37399,0.411083,39.50632,0.011216,0.009497,0,-0.006999,0.262456,0.020141,0.109222,11.57958,
0.499999999999998,-0.094958,46.08261,0.368708,39.91576,0.05523,0.081334,0,0.016937,0.32077,-0.003342,0.200502,11.63187,
1,-0.006652,45.89854,0.416673,39.86115,0.057836,0.03078,0,-0.026629,0.305102,0.081612,0.181252,11.54387,
1.5,-0.023916,45.58424,0.497429,39.86652,-0.061042,0.001112,0,0.00481,0.371794,0.052649,0.11836,11.89353,
2,-0.005677,45.31551,0.77796,40.32349,0.032245,-0.044865,0,0.032805,0.41625,0.019092,0.240596,11.6715,
2.5,0.147714,43.95602,1.519531,41.79172,0.11457,0.018186,0,-0.020568,0.691007,0.055122,0.174092,12.02503,
3,0.335881,40.84966,3.334863,43.83563,0.089065,0.065009,0,0.034669,1.551384,0.257328,0.146217,12.58786,
3.5,0.842519,34.73006,6.626674,48.22342,-0.046976,0.093246,0,0.129201,3.394104,0.619811,0.172759,13.36354,
4,1.918481,12.46043,13.75448,51.2746,0.265294,1.439069,0,0.366066,8.46775,1.830625,0.144653,8.450191,
4.5,2.101689,7.361752,14.59558,52.73624,0.290792,0.244938,0,0.374065,10.45415,2.230944,0.084055,6.524996,
5,2.196701,4.981308,15.542,53.3553,0.234595,0.302886,0,0.38915,11.39008,2.445256,0.129026,6.010944,
5.5,2.263295,3.6294,15.58071,53.42712,0.164238,0.324393,0,0.395,12.01097,2.465431,0.118267,5.769865,
6,2.206108,3.150531,15.7057,53.62344,0.232169,0.356526,0,0.384554,12.37856,2.548329,0.127078,5.688269,
6.5,2.256098,2.863933,15.53753,52.95902,0.241952,0.368608,0,0.371886,12.47188,2.598722,0.12792,5.952122,
7,2.196569,2.817878,15.53092,53.36757,0.176779,0.301102,0,0.367806,12.40031,2.628236,0.092277,5.85973,
7.5,2.180391,2.882153,15.39464,52.62894,0.180962,0.291076,0,0.348967,12.59195,2.451723,0.034059,6.14817,
8,2.114225,2.990347,15.36405,52.91493,0.171582,0.345881,0,0.365797,12.66148,2.565392,0.058932,6.177627,
8.5,2.112905,3.126605,15.25348,52.84676,0.152345,0.284964,0,0.322179,12.61114,2.594442,0.124422,6.414393,
9,2.077282,3.159303,15.17821,53.03971,0.151755,0.310044,0,0.37104,12.78897,2.481128,0.20348,6.394603,
9.5,2.143299,3.15976,15.18312,52.58367,0.166197,0.367,0,0.338809,12.72076,2.560681,0.077473,6.376816,
10,2.109246,3.302805,15.14474,52.57155,0.169008,0.409966,0,0.374061,12.80553,2.544794,0.143835,6.445835,
10.5,2.105098,3.308459,15.12541,52.38851,0.100789,0.363445,0,0.287998,12.71908,2.676393,0.111072,6.359891,
11,2.081696,3.339004,15.08638,52.50449,0.177459,0.392002,0,0.371077,12.78567,2.557486,0.121087,6.440698,
11.5,2.07323,3.391395,14.9968,52.82605,0.188921,0.336613,0,0.372079,12.90047,2.640143,0.096797,6.562472,
12,2.192016,3.413499,15.10103,52.8525,0.189449,0.24914,0,0.328283,12.84993,2.486914,0.167907,6.757919,
12.5,2.183236,3.400095,14.9564,52.52619,0.269803,0.288474,0,0.325868,12.81917,2.466075,0.090343,6.619754,
13,1.998463,3.816488,14.86039,52.19606,0.235379,0.322455,0,0.313531,13.22384,2.709685,0.13815,6.708299,
