Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,1.97648,8.404587,12.10644,47.83299,0.261283,0.461367,0,0.597848,12.66651,3.012892,0.167782,11.34591,
0.499999999999998,2.013902,8.424348,12.00318,47.63534,0.346793,0.396307,0,0.569501,12.59506,3.110763,0.230374,11.15809,
0.999999999999996,1.909796,8.539011,12.04739,47.74963,0.313858,0.398815,0,0.556238,12.50327,3.031936,0.211504,11.44549,
1.50000000000001,1.894914,8.497982,11.9386,47.37866,0.241799,0.52618,0,0.562726,12.61239,2.983297,0.1341,11.25851,
2,1.920787,8.706108,11.84351,47.88303,0.180344,0.41545,0,0.538303,12.66404,2.985461,0.228086,11.31618,
2.5,1.915175,8.776689,11.86123,47.16438,0.308583,0.401848,0,0.554831,12.42839,3.015396,0.263804,11.17674,
3,1.886864,8.662431,12.14781,47.15156,0.32071,0.463704,0,0.522705,12.40947,2.900374,0.265806,11.31769,
3.5,1.885165,8.724022,11.65591,47.17401,0.222703,0.289207,0,0.569185,12.41706,2.959271,0.190951,11.30828,
4,1.800031,8.58329,11.60632,46.1361,0.354424,0.43686,0,0.535402,12.3498,2.957692,0.221967,11.45754,
4.50000000000001,1.927954,8.404429,11.19388,45.20414,0.197592,0.305379,0,0.494445,12.35659,2.942717,0.20149,11.20334,
5,1.667589,8.320469,10.99906,43.97662,0.328847,0.388228,0,0.561183,12.39133,3.009716,0.276134,11.0889,
5.5,1.274126,7.639069,10.56145,41.7842,0.22785,0.416634,0,0.572424,12.21622,2.949141,0.332342,11.19153,
6,0.96425,8.93837,10.98147,34.72543,0.255544,0.285304,0,0.48752,10.56355,3.087189,0.802103,13.92575,
6.5,0.718221,9.530081,11.68918,28.19273,0.130732,0.257804,0,0.422248,8.501112,3.003761,1.302861,15.83129,
6.99999999999999,0.52243,10.19553,12.41502,22.76372,0.11001,0.139681,0,0.350422,6.967783,2.77236,1.737821,17.63716,
7.50000000000001,0.344835,10.71846,12.40601,18.33677,0.062803,0.228585,0,0.268362,5.732944,2.8471,2.152288,18.65686,
8,0.321782,10.76357,12.7541,14.51186,0.190454,0.091684,0,0.262136,4.859275,2.792307,2.270754,19.5353,
8.5,0.222119,11.04848,13.00263,11.28359,0.075437,0.100363,0,0.16669,3.849628,2.736866,2.451141,20.69651,
9,0.106306,11.35245,13.06324,8.577394,0.057526,0.092599,0,0.107266,3.132872,2.633362,2.744992,21.4528,
9.49999999999999,0.080698,11.4944,13.40042,6.409608,0.054745,0.02589,0,0.145048,2.503581,2.563072,2.952878,21.59037,
9.99999999999999,0.017963,11.46508,13.39124,4.953979,0.022049,0.024047,0,0.091261,1.991235,2.579105,3.040432,22.14301,
10.5,0.021474,11.6578,13.66039,3.453932,0.109638,0.071202,0,0.093019,1.579803,2.643127,3.117216,22.63386,
11,0.005903,11.72323,13.62061,2.619154,-0.035439,0.056471,0,0.064101,1.260042,2.648334,3.307749,22.62362,
11.5,0.059016,11.90222,13.92093,1.925479,0.15759,-0.013996,0,0.052338,1.039691,2.604106,3.292233,22.87974,
12,0.001276,11.82016,13.84442,1.600086,-0.029283,-0.127246,0,0.00274,0.768594,2.508321,3.232096,23.154,
12.5,-0.043464,11.95218,13.79928,1.137833,-0.041512,0.027173,0,0.007701,0.575628,2.496194,3.422985,22.92941,
13,0.096405,11.80689,13.9939,0.963244,-0.028342,-0.033836,0,0.037217,0.529395,2.527673,3.315898,23.45327,
13.5,0.051906,11.90888,14.03503,0.876421,0.051779,-0.021956,0,0.030841,0.441848,2.482284,3.281724,22.86837,
14,-0.08949,12.04404,14.14685,0.789826,0.000642,-0.098615,0,-0.008501,0.306069,2.520344,3.501589,23.28892,
14.5,-0.075307,12.04871,14.17478,0.789717,-0.069828,0.020605,0,0.023975,0.36384,2.564557,3.674718,23.26037,
15,0.010605,12.08724,14.16887,0.741158,-0.03546,0.0652,0,0.01687,0.267844,2.617733,3.488406,23.10572,
