Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.028568,47.80598,0.301718,40.35038,0.000502,0.086792,0,-0.006122,0.203859,0.028212,0.121572,9.859603,
0.687499999999997,-0.028363,48.02719,0.345051,40.08903,-0.007632,-0.037535,0,0.023667,0.267496,-0.018437,0.192852,9.767983,
1.37499999999999,-0.048619,48.18782,0.287743,40.4289,-0.034867,0.034982,0,0.008598,0.277546,0.060935,0.115715,9.77614,
2.06250000000001,-0.070825,48.12012,0.28579,40.16543,-0.04069,-0.024576,0,0.020277,0.281063,0.056885,0.125905,9.91538,
2.75,-0.06622,47.87871,0.365283,39.87635,0.037473,0.006293,0,0.016404,0.264919,0.075793,0.120002,9.851291,
3.4375,-0.054035,48.25002,0.306335,40.35427,-0.008279,-0.020132,0,-0.024825,0.290977,0.043366,0.168775,9.885476,
4.125,-0.000552,48.1586,0.328289,40.43698,0.054276,-0.031257,0,-0.03268,0.272296,-0.026402,0.134081,9.8173,
4.8125,-0.036238,48.08189,0.316535,40.25685,-0.017102,-0.011079,0,-0.007275,0.260887,0.00833,0.198757,10.09652,
5.49999999999999,-0.050152,48.14406,0.325239,40.12791,-0.016383,0.077723,0,0.011697,0.282761,0.072021,0.18554,9.905162,
6.18750000000001,-0.05287,48.06046,0.353797,40.32653,0.013111,-0.058369,0,0.00116,0.277528,0.068962,0.170306,9.827596,
6.875,-0.050621,48.36657,0.291354,40.319,0.122907,-0.000741,0,0.009104,0.257997,-0.064021,0.113325,9.927182,
7.5625,-0.065641,48.13087,0.299298,40.10904,0.039268,-0.018945,0,0.039048,0.287758,0.000761,0.134685,9.888062,
8.25,-0.00749,48.26808,0.368271,40.32076,0.042188,-0.024499,0,0.012028,0.337243,0.046065,0.18067,9.931018,
8.93749999999999,-0.03595,48.09549,0.234946,40.2139,0.00041,-0.026278,0,-0.016476,0.286148,0.070999,0.160943,9.844128,
9.62499999999999,-0.07079,48.28748,0.348212,40.25883,-0.002242,0.02578,0,0.007508,0.283989,-0.005243,0.175341,10.09893,
10.3125,-0.084896,48.16378,0.292372,40.20171,-0.030694,0.031488,0,0.006713,0.327282,0.018515,0.182674,9.776508,
11,-0.071964,48.19319,0.334761,40.21385,0.000595,0.022274,0,0.006741,0.234156,0.034679,0.183113,9.798232,
11.6875,-0.019082,48.07418,0.352017,40.29767,0.049414,0.013388,0,0.000099,0.326782,-0.016278,0.154394,9.821958,
12.375,-0.095598,48.12846,0.406193,40.32531,-0.012366,0.005659,0,-0.008317,0.336166,0.027487,0.158688,10.0661,
13.0625,-0.040962,48.00131,0.341437,40.51099,-0.026933,0.005044,0,-0.024406,0.280399,0.063445,0.164616,9.585814,
13.75,-0.04356,47.89392,0.317182,40.62799,0.016303,-0.004922,0,-0.018129,0.317254,0.009704,0.088142,9.912499,
14.4375,-0.032338,47.79998,0.41583,41.12166,-0.006908,-0.029983,0,-0.001064,0.311778,-0.015892,0.245701,10.0569,
15.125,-0.001305,46.89771,0.507972,42.04117,-0.081014,0.075147,0,0.034598,0.346017,0.03063,0.201411,10.05703,
15.8125,0.068456,45.7522,1.19071,43.71518,0.022042,-0.022435,0,0.003638,0.436615,0.063053,0.129436,10.79475,
16.5,0.391471,42.96744,2.793728,46.64552,-0.004984,0.024951,0,0.010958,1.018597,0.309287,0.186305,12.5607,
17.1875,1.613279,22.89072,9.517525,48.99016,-0.076416,0.134311,0,0.106785,4.189579,1.309742,0.134536,10.44433,
17.875,2.362062,12.42347,12.90657,49.96164,-0.018809,0.221686,0,0.207042,7.517894,2.331519,0.207578,8.358185,
18.5625,2.530288,7.356921,14.1673,50.64582,0.022085,0.289539,0,0.22729,9.973494,2.958229,0.109798,7.352086,
19.25,2.592002,4.996351,14.76353,50.44635,0.066668,0.328903,0,0.225667,11.5033,3.444762,0.139693,6.750455,
19.9375,2.525219,4.069029,14.96727,50.20068,0.072675,0.288699,0,0.228306,12.16448,3.591619,0.136167,6.579612,
20.625,2.478981,3.932628,14.93039,50.36441,-0.004336,0.252622,0,0.237622,12.55607,3.767392,0.05953,6.998077,
21.3125,2.423258,4.056601,14.75702,50.46214,-0.062997,0.267424,0,0.212124,12.71315,3.62668,0.186693,7.1421,
22,2.481712,4.222171,14.74255,50.49204,-0.069945,0.1951,0,0.239643,12.85222,3.598191,0.177348,7.200062,
22.6875,2.437414,4.238838,14.5069,50.24433,-0.004689,0.244939,0,0.158314,12.72881,3.753535,0.12017,7.343211,
23.375,2.455774,4.380646,14.54477,50.10913,0.045353,0.326035,0,0.211047,12.71106,3.635085,0.136051,7.372317,
24.0625,2.288687,4.465286,14.35539,50.13966,-0.082658,0.28023,0,0.230946,12.80692,3.656913,0.123331,7.564452,
24.75,2.317452,4.538848,14.45661,50.3516,0.099122,0.257503,0,0.209038,12.86766,3.644001,0.170507,7.417624,
25.4375,2.263981,4.519052,14.41054,50.16463,0.004336,0.309335,0,0.211512,12.82363,3.605198,0.105841,7.199233,
26.125,2.324933,4.504288,14.44075,49.99953,-0.100586,0.311741,0,0.196702,12.71088,3.661154,0.05017,7.444236,
26.8125,2.223065,4.391205,14.26136,49.62184,-0.021267,0.249822,0,0.195276,12.72413,3.690272,0.1436,7.385119,
27.5,2.37766,4.476059,14.51619,50.05256,0.125585,0.246593,0,0.204329,12.7776,3.671159,0.099114,7.161034,
28.1875,2.353207,4.417045,14.63583,50.27876,-0.00745,0.360648,0,0.182062,12.72079,3.653599,0.13102,7.47776,
28.875,2.262999,4.581808,14.69953,50.28106,0.022611,0.302696,0,0.231636,12.74677,3.600958,0.17793,7.389074,
29.5625,2.250834,4.576972,14.64372,50.3834,-0.059283,0.318741,0,0.25041,12.72497,3.615539,0.118004,7.353617,
30.25,2.297994,4.32276,14.80741,50.5487,-0.002612,0.353592,0,0.208966,12.65384,3.694675,0.166265,7.145446,
30.9375,2.424637,4.311088,14.76031,50.45517,-0.012109,0.257627,0,0.209794,12.62983,3.692454,0.173513,6.9034,
31.625,2.509988,4.283339,14.85042,50.32118,0.017513,0.312613,0,0.233226,12.55263,3.689978,0.064243,7.079176,
