Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.38336,39.99479,2.665407,40.86305,-0.023627,0.125665,0,0.144669,2.700209,0.794093,0.175365,12.49847,
0.500000000000001,0.819535,34.40397,4.620681,41.59398,0.027689,0.148963,0,0.276017,4.883503,1.4412,0.244106,11.74023,
0.999999999999999,1.857498,15.87297,9.053095,40.43113,0.14875,0.286115,0,0.579162,9.330945,2.890428,0.177811,10.26339,
1.5,2.286688,9.716175,11.14282,42.30684,0.212957,0.271353,0,0.596992,11.1548,3.425964,0.237214,9.96867,
2,2.324307,8.190538,11.77199,43.75291,0.232864,0.390075,0,0.542167,11.77307,3.536925,0.228669,10.25073,
2.5,2.367514,7.624344,12.43193,44.57694,0.136927,0.34635,0,0.576441,12.16449,3.501719,0.185097,10.21804,
3,2.391177,7.411623,12.81134,45.3839,0.167524,0.38557,0,0.555196,12.20636,3.534615,0.158161,10.63003,
3.5,2.306546,7.493144,12.80242,45.99579,0.19635,0.413359,0,0.515258,12.15678,3.462034,0.22385,10.52169,
4,2.177536,7.641375,12.97186,46.16972,0.185438,0.419911,0,0.524955,12.21519,3.524861,0.175003,10.65506,
4.5,2.46612,7.835179,12.98401,46.66151,0.179969,0.378667,0,0.535892,12.34249,3.329217,0.145116,10.67561,
5,2.200552,8.148644,12.99935,46.81852,0.14554,0.431137,0,0.530268,12.28122,3.449722,0.148902,10.52768,
5.5,1.839439,8.34472,13.07588,47.38219,0.160454,0.365845,0,0.470821,12.4882,3.359586,0.11481,10.86749,
6,1.458021,8.531222,13.26233,47.97628,0.213906,0.389539,0,0.558662,12.64456,3.339468,0.223513,11.16095,
6.5,1.057135,8.970552,13.40736,48.82977,0.157904,0.477033,0,0.564749,12.68285,3.380634,0.116495,11.16795,
7,0.903045,9.389761,13.83013,49.49099,0.196264,0.36009,0,0.5466,12.79087,3.360277,0.195172,11.08067,
7.5,0.871228,9.487614,13.94752,49.91453,0.215518,0.368054,0,0.532977,12.7007,3.415209,0.179176,11.36833,
8.00000000000001,0.720641,9.459639,13.95713,49.41897,0.178393,0.403893,0,0.498676,12.5987,3.340017,0.207955,11.08612,
8.5,0.694212,9.376824,13.64025,49.36205,0.177421,0.340205,0,0.540173,12.57194,3.29047,0.245564,10.97423,
9,0.779506,9.40201,13.74933,49.54136,0.184793,0.361485,0,0.495295,12.60995,3.390343,0.16347,11.08935,
9.5,0.909683,9.459782,13.71138,48.95774,0.276687,0.356992,0,0.527127,12.71358,3.378845,0.184891,11.09528,
10,1.0639,9.214035,13.68232,48.40424,0.196955,0.354699,0,0.540038,12.50038,3.475217,0.20855,10.89983,
10.5,1.412265,9.25766,13.28267,48.52318,0.199599,0.383221,0,0.463774,12.43449,3.384917,0.178056,11.21559,
11,1.776872,9.195507,13.31268,48.17731,0.243868,0.268734,0,0.531275,12.53546,3.380159,0.196309,11.02287,
11.5,2.152868,9.154,13.28554,48.28286,0.243103,0.396531,0,0.500695,12.21217,3.159729,0.149129,10.71007,
12,2.354644,9.153543,13.48807,47.83714,0.30187,0.410197,0,0.502912,12.29814,3.293195,0.314941,10.63352,
12.5,2.176826,8.665875,13.13572,47.70774,0.193322,0.359841,0,0.540732,12.26785,3.249124,0.273986,10.48756,
13,2.217148,8.640257,13.16939,48.03876,0.250425,0.34023,0,0.572022,12.17952,3.243636,0.202064,10.56719,
13.5,2.290359,8.433066,13.17952,47.80206,0.298951,0.278758,0,0.516507,12.25868,3.375833,0.211427,10.64476,
14,2.278625,8.477624,13.05848,47.97887,0.234583,0.432518,0,0.50812,12.23669,3.383713,0.137488,10.42066,
14.5,2.223163,8.295118,13.1829,47.71864,0.220043,0.445585,0,0.558528,12.32063,3.366578,0.141092,10.43929,
15,2.249234,8.198802,13.32048,47.92392,0.253124,0.38546,0,0.498508,12.29354,3.478676,0.161845,10.55964,
