Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.116253,42.80473,1.864336,41.42457,0.148858,0.131721,0,0.33104,1.769603,0.214296,0.204199,13.15562,
0.500000000000005,0.224075,41.64699,2.994378,42.56189,0.116841,0.228638,0,0.447409,2.536834,0.40947,0.259777,12.995,
1,0.425548,39.44455,4.550122,43.76162,0.243087,0.466609,0,0.728378,3.605004,0.613407,0.22635,12.38217,
1.5,0.926643,35.54026,6.390918,44.94737,0.428854,0.558998,0,0.976386,4.90068,0.874532,0.250062,11.75573,
2,1.399192,29.73967,8.428177,45.90531,0.632367,0.778606,0,1.24842,6.633159,1.154134,0.114101,11.22379,
2.5,2.082882,22.61542,11.01452,46.37039,0.738288,0.970008,0,1.571161,8.595927,1.679732,0.088208,10.91621,
3,2.686735,11.55625,12.69728,45.31283,0.94625,1.280563,0,1.774988,10.35498,2.013914,0.189214,10.43069,
3.5,2.873001,6.604084,12.77175,44.95097,1.01196,1.128947,0,1.776044,11.22347,2.166506,0.111416,9.786379,
4,2.918115,5.728794,12.6643,44.48336,1.006343,1.278958,0,1.721927,11.63019,2.23129,0.138633,10.09871,
4.5,2.999185,5.494835,12.88303,45.03348,1.019194,1.297273,0,1.70882,11.67622,2.089619,0.177411,10.15877,
5,2.977425,5.408261,12.83713,45.52515,1.024467,1.132869,0,1.620467,11.77173,2.120715,0.126902,10.26328,
5.5,2.912463,5.581285,12.67757,45.95564,1.046733,1.164786,0,1.675851,11.79724,2.120357,0.123374,10.45905,
6,2.879217,5.647197,12.52427,45.66682,1.125103,1.186817,0,1.60348,11.88343,2.164305,0.0935,10.46705,
6.5,2.492615,5.829499,12.59769,45.51975,0.989945,1.105491,0,1.599573,12.06766,2.03272,0.128988,10.71847,
7,1.961521,5.968628,12.66791,45.40705,0.904075,1.11129,0,1.66255,12.17076,2.111223,0.181078,11.23057,
7.5,1.388984,6.199102,12.36967,45.4835,0.983678,1.267204,0,1.684907,12.41806,2.198158,0.115773,11.02857,
8,1.081207,6.312112,12.865,45.89587,0.941911,1.226082,0,1.633189,12.59696,2.176857,0.120632,11.43513,
8.5,0.908508,6.362449,13.10149,46.53784,1.058479,1.16811,0,1.707764,12.71367,2.278675,0.205203,11.66369,
9,0.746575,6.585302,13.24172,47.13128,0.916469,1.135614,0,1.64778,12.53395,2.31044,0.172147,11.44644,
9.5,0.694779,6.65239,13.44383,47.70482,1.045808,1.183648,0,1.638117,12.70951,2.222082,0.22245,11.44433,
10,0.69425,6.808337,13.73698,47.97553,1.003115,1.287289,0,1.693984,12.6255,2.278959,0.174345,11.55129,
10.5,0.896715,6.7824,13.85041,47.95647,0.997313,1.143511,0,1.686461,12.60892,2.253594,0.165251,11.45478,
11,1.050599,6.627725,13.5032,47.12819,1.039901,1.118066,0,1.678683,12.5107,2.175115,0.217392,11.51391,
11.5,1.405184,6.302513,13.04878,46.01847,1.115205,1.1031,0,1.758624,12.11335,2.087583,0.135257,11.07175,
12,1.79729,6.291946,12.74014,45.59001,0.893175,1.117283,0,1.788677,11.65913,2.098743,0.142558,10.78425,
12.5,2.295789,6.331252,12.66912,44.92482,0.940595,1.11276,0,1.664058,11.05145,1.950905,0.154115,10.69963,
13,2.766229,6.747442,12.46359,44.65597,0.976767,0.993929,0,1.63132,10.48016,1.842049,0.185697,10.37489,
13.5,2.917844,7.532778,12.43796,44.1356,0.990143,1.007598,0,1.591859,9.607725,1.862695,0.212581,10.5601,
14,2.781532,8.659023,11.96915,43.47755,0.87036,0.93942,0,1.447884,8.626484,1.666346,0.11871,10.70896,
14.5,2.756782,10.67017,11.57858,42.90966,0.913705,0.82031,0,1.352217,7.542414,1.482354,0.172913,10.60988,
15,2.517114,13.61777,10.39522,41.9911,0.675431,0.878533,0,1.147784,6.169519,1.177607,0.151832,10.88567,
15.5,2.068468,17.81686,9.124912,40.3868,0.619263,0.656661,0,0.915562,4.54268,0.910619,0.169311,11.44445,
16,1.339277,22.97412,6.851906,37.61375,0.416218,0.393521,0,0.52948,2.806818,0.603041,0.136868,12.06322,
16.5,0.729669,30.32164,4.127403,36.13128,0.32224,0.231342,0,0.274566,1.53543,0.334397,0.251416,13.11842,
17,0.357669,38.05169,2.652832,39.47944,0.12531,0.127145,0,0.112653,0.961569,0.07084,0.228071,13.4221,
17.5,0.230783,43.38655,1.003398,39.54275,0.081508,-0.030695,0,0.031178,0.620307,0.0563,0.223618,13.35483,
18,0.036064,44.28859,0.601367,39.47196,0.013713,-0.028527,0,0.025101,0.482757,0.034197,0.194351,13.6731,
18.5,-0.009608,43.83832,0.4732,38.83363,-0.007807,-0.02179,0,0.013719,0.487755,-0.033005,0.167983,13.6206,
19,-0.034493,44.42123,0.396929,39.1658,-0.02719,-0.095022,0,-0.012377,0.472497,0.035095,0.172259,13.90171,
19.5,0.014392,44.94561,0.374884,39.55515,-0.021406,-0.043671,0,0.021049,0.450405,-0.064896,0.2168,13.98772,
20,-0.061515,45.04759,0.335403,39.61903,-0.021979,0.021719,0,0.00781,0.467686,-0.026945,0.20316,14.05293,
20.5,-0.094139,44.99218,0.371622,39.34776,0.142052,-0.024871,0,0.037298,0.428058,0.010481,0.185725,14.05678,
21,0.018651,45.14721,0.371928,39.53757,-0.013805,0.0073,0,-0.013324,0.43321,-0.033086,0.217706,13.8505,
