Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.12129,46.40374,0.350292,39.55506,-0.025135,0.025166,0,0.029217,0.303084,0.022758,0.139403,11.89413,
0.499999999999998,-0.048319,46.73259,0.291984,39.56675,-0.035064,0.061026,0,0.008382,0.344582,-0.00673,0.168497,11.89707,
1,-0.040698,46.70298,0.274155,39.86626,-0.065153,-0.004724,0,0.007065,0.345602,-0.02398,0.196531,11.79525,
1.5,-0.038636,46.4472,0.304308,39.74859,0.003082,0.014015,0,0.031436,0.307726,0.020428,0.236597,12.0231,
2,0.01589,46.38558,0.260081,39.86478,-0.060119,-0.017032,0,-0.005432,0.313429,0.060237,0.193793,11.99508,
2.5,-0.117832,46.19861,0.355091,39.68018,-0.023456,-0.018187,0,0.010375,0.348631,0.017143,0.247728,12.22577,
3,0.011609,45.21967,0.460425,40.05933,0.043066,-0.054095,0,0.004906,0.369727,0.049415,0.188261,12.78487,
3.5,0.092963,43.79675,1.054866,39.73623,0.027924,0.080678,0,-0.003048,0.45613,0.003686,0.213424,13.37787,
4,0.370915,39.99698,2.428661,39.97136,0.087641,0.093604,0,0.024383,0.933948,0.147567,0.259393,14.5045,
4.5,0.864884,29.43574,6.177227,40.99994,0.091695,0.100408,0,0.136316,2.257746,0.495219,0.206225,13.32601,
5,1.450194,21.87529,9.246075,42.28191,0.228206,0.172212,0,0.318188,3.85869,0.891277,0.152707,12.3064,
5.5,1.948789,16.44638,11.06509,44.09548,0.174633,0.238578,0,0.393042,5.09583,1.146804,0.132067,11.06826,
6,2.174504,12.87629,12.53728,45.64277,0.171847,0.208558,0,0.469934,6.261682,1.446955,0.109403,10.24646,
6.5,2.344631,10.48546,13.39072,47.03876,0.236837,0.300798,0,0.57201,7.13409,1.563758,0.188921,9.574527,
7,2.414855,8.821728,14.21752,48.36628,0.194333,0.306909,0,0.624471,7.973296,1.744832,0.122564,8.901332,
7.5,2.546216,7.658327,14.58129,49.3261,0.297398,0.281882,0,0.683384,8.577171,1.943207,0.136855,8.353346,
8,2.580724,6.673891,15.04771,50.16774,0.203109,0.341457,0,0.721869,9.131823,2.065003,0.067368,8.047819,
8.5,2.464312,6.229262,15.36561,50.6763,0.245705,0.333108,0,0.736762,9.467401,2.252938,0.14796,7.747675,
9,2.626525,5.787919,15.69914,51.22091,0.360045,0.376407,0,0.753622,9.918118,2.198238,0.127328,7.643316,
