Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.280612,40.73542,4.196673,46.22801,0.115669,0.056941,0,0.05962,2.379956,0.57621,0.19854,10.79988,
0.500000000000001,1.098396,25.96413,10.0202,49.15355,0.200872,0.186793,0,0.206838,6.35225,1.364117,0.100318,9.24582,
1,1.43139,12.19645,13.32273,50.47912,0.404816,0.336645,0,0.231552,9.638972,2.082953,0.121144,6.237377,
1.5,1.636154,8.800001,14.41143,51.09574,0.369141,0.26045,0,0.269067,11.06884,2.38577,0.172276,5.569505,
2,1.452701,6.54512,15.18961,52.13342,0.401364,0.321246,0,0.321694,12.01878,2.680924,0.113327,5.173631,
2.5,1.217533,5.04766,15.98562,52.82357,0.467644,0.220739,0,0.302022,12.8291,2.826449,0.209018,4.92273,
3,0.85867,4.421266,16.51161,54.39003,0.380302,0.344828,0,0.351648,13.22322,2.899627,0.110391,4.857868,
3.5,0.554613,3.985341,17.0276,54.97339,0.469332,0.328049,0,0.340189,13.60176,2.976132,0.17693,4.818438,
4,0.429903,3.717219,17.09518,54.73849,0.45642,0.357928,0,0.310825,13.60231,2.926952,0.077566,4.887038,
4.5,0.332018,3.605693,17.09142,54.37077,0.447709,0.359681,0,0.29638,13.45275,2.964282,0.098346,4.923238,
5,0.27161,3.534045,16.77023,54.2454,0.510154,0.304127,0,0.239042,13.33995,2.905232,0.116171,4.997031,
5.5,0.308818,3.832914,16.51841,53.57187,0.387742,0.294283,0,0.281542,13.29842,2.964176,0.103503,4.933631,
6,0.592906,4.066934,16.1221,53.49775,0.392075,0.245671,0,0.264324,13.18969,2.842249,0.112535,4.964565,
6.5,0.837137,4.80075,16.33967,53.6991,0.360675,0.398644,0,0.308556,13.11473,2.96558,0.150534,5.041999,
7,1.233711,5.862758,15.47208,52.60711,0.358543,0.308305,0,0.264639,12.42608,2.680564,0.144636,5.2398,
7.5,1.481394,7.535896,14.6222,50.15752,0.335098,0.337366,0,0.253996,11.42401,2.409863,0.107596,5.450376,
8,1.536271,10.65552,12.96471,48.1053,0.345339,0.242164,0,0.238258,9.883265,2.281143,0.150453,6.177889,
8.5,1.145677,16.65703,10.50922,44.62446,0.232121,0.147339,0,0.156408,7.592317,1.825003,0.162327,7.756307,
9,0.450016,38.58658,4.37546,42.67268,0.02519,0.094658,0,0.082513,2.926816,0.488249,0.178512,11.08984,
9.5,0.110481,43.32471,2.121291,40.84024,0.066104,0.077529,0,0.058527,1.241282,0.206088,0.14022,11.052,
10,0.037398,45.55071,1.121972,39.97467,0.077614,0.024041,0,-0.00999,0.671103,0.069964,0.185056,11.13393,
10.5,-0.018259,46.52645,0.587362,39.70717,0.038311,0.00615,0,-0.0191,0.322739,0.080552,0.126178,10.82295,
11,-0.01691,46.79934,0.391515,39.81198,-0.004912,0.017658,0,-0.002362,0.223027,-0.010086,0.169696,11.11061,
11.5,0.030433,46.92728,0.406332,39.65407,0.019163,0.078804,0,0.007986,0.240845,-0.002697,0.093668,11.16689,
12,-0.050433,47.14998,0.297549,39.75312,0.040357,-0.020261,0,0.012691,0.251435,-0.009031,0.157364,11.13805,
12.5,-0.043547,46.72483,0.352268,39.72867,0.061623,-0.039033,0,0.001528,0.266702,-0.005906,0.201592,11.06582,
13,-0.096665,46.96964,0.273713,39.81764,0.013416,-0.003237,0,0.00216,0.254332,-0.002496,0.167599,11.15059,
