Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.012247,47.07564,0.461694,40.00787,-0.053583,-0.020354,0,-0.018409,0.358413,0.093684,0.127899,11.12822,
0.500000000000001,-0.03236,47.02621,0.3877,39.90907,-0.025524,0.030676,0,-0.003858,0.341597,0.038919,0.181023,11.06197,
0.999999999999999,-0.031113,46.96029,0.487909,40.20282,0.089451,-0.001413,0,-0.000826,0.375339,0.050828,0.151189,11.00065,
1.5,-0.012813,46.74715,0.381448,39.97091,0.016472,0.102939,0,0.035366,0.365049,0.067637,0.129449,10.96089,
2,-0.085634,46.84608,0.296763,39.97579,0.003071,0.020941,0,0.036728,0.395299,0.078141,0.131133,11.17423,
2.5,-0.030192,47.26927,0.444807,39.99678,-0.051388,0.073731,0,0.020316,0.415473,-0.00829,0.152846,11.0731,
3,-0.034174,47.0248,0.390754,40.24693,0.039889,-0.010322,0,0.020044,0.383926,0.123495,0.136789,11.0232,
3.5,0.016683,47.20238,0.380444,40.08775,-0.06363,0.05687,0,0.036173,0.414483,-0.001316,0.159776,10.92767,
4,-0.056414,46.94656,0.455246,39.81697,0.063967,0.001977,0,0.000656,0.417711,0.080651,0.068962,11.11311,
4.5,-0.051441,46.94179,0.479365,39.97433,-0.012051,-0.113689,0,-0.022439,0.410217,0.118801,0.230817,11.10936,
5,-0.017707,46.43414,0.475796,40.04206,0.050313,0.042607,0,0.022818,0.418891,0.100754,0.114991,11.07577,
5.5,-0.05376,46.15791,0.728454,39.93421,0.008292,0.092279,0,0.017353,0.51862,0.052576,0.160683,11.3742,
6,0.189371,44.45293,1.402831,40.22544,0.077978,-0.018768,0,0.051629,0.734525,0.123185,0.183603,12.15053,
6.5,0.375626,40.62957,2.790826,40.71267,0.030578,0.066666,0,0.064876,1.355156,0.261571,0.191515,13.34101,
7,1.264656,22.98518,8.006993,42.59871,0.156257,0.16669,0,0.273465,4.290886,1.366431,0.220753,11.83084,
7.5,1.81364,12.29719,11.12459,43.625,0.198068,0.231363,0,0.402892,7.829435,2.005824,0.075397,8.481919,
8,2.060868,7.440772,12.86465,45.46206,0.238622,0.225262,0,0.569692,9.822012,2.610703,0.034374,7.011872,
8.5,2.185925,4.968966,13.90733,47.52702,0.201938,0.271409,0,0.612823,11.18707,2.967899,0.119455,6.308486,
9,2.291971,3.680976,14.8194,48.99022,0.172552,0.382819,0,0.574006,12.03726,3.022652,0.10463,5.859934,
9.5,2.170632,3.016649,15.51893,50.15674,0.183772,0.407331,0,0.571164,12.54232,3.154786,0.054985,5.870478,
10,2.332535,2.896124,15.76106,51.07465,0.305406,0.29881,0,0.521151,12.87633,3.262699,0.133771,5.959179,
10.5,2.141289,2.953215,15.76364,51.22879,0.260164,0.335537,0,0.565373,12.92757,3.178598,0.070398,5.942094,
11,2.177555,3.037221,15.7928,51.57496,0.270844,0.298554,0,0.509921,12.89977,3.253774,0.148817,5.983002,
11.5,2.168331,3.087837,15.73567,51.86239,0.231275,0.29253,0,0.477985,13.05246,3.234257,0.143115,6.209802,
12,2.027883,3.124504,15.73625,51.6858,0.285963,0.350771,0,0.444033,13.24669,3.21991,0.111352,6.214568,
12.5,2.069194,3.337743,15.70876,51.93766,0.210718,0.398899,0,0.466921,13.11557,3.062498,0.113089,6.28278,
13,2.043729,3.349482,15.69493,51.62148,0.239612,0.381004,0,0.51984,13.09574,3.30838,0.096195,6.260522,
13.5,2.053723,3.407649,15.58478,51.62378,0.264969,0.446734,0,0.476347,13.14112,3.264982,0.05878,6.379814,
