Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.019314,45.84844,0.313467,40.16827,-0.012877,0.031101,0,0.01321,0.436726,-0.003429,0.18792,13.2287,
0.499999999999999,-0.021655,46.06796,0.414742,40.13323,0.054169,0.013967,0,0.00282,0.479498,0.070074,0.231231,13.34338,
0.999999999999999,0.025962,45.93288,0.428684,39.91347,-0.010301,-0.091972,0,-0.011358,0.472061,0.059403,0.192515,13.23579,
1.5,-0.011294,45.9612,0.375181,39.94899,-0.014167,0.022988,0,0.003532,0.462133,0.009723,0.208332,13.246,
2,0.032651,45.84494,0.375596,40.22039,-0.017085,0.034595,0,0.023863,0.495196,0.085824,0.249829,13.22565,
2.5,-0.076769,45.82085,0.402714,40.26411,-0.050591,0.027069,0,-0.011242,0.483534,-0.004855,0.190904,13.14769,
3,-0.01301,45.98281,0.413164,40.28168,0.064826,-0.004084,0,-0.005214,0.532131,0.053517,0.253009,13.18758,
3.5,-0.074308,46.01143,0.445873,39.87572,0.026781,-0.006964,0,0.015234,0.520072,0.003777,0.227592,13.18874,
4,0.018716,46.02516,0.414234,40.15179,0.043004,0.021069,0,-0.024519,0.445998,-0.021724,0.211705,12.9461,
4.5,-0.063242,46.16292,0.397146,40.00529,0.018776,0.010079,0,-0.013295,0.493821,0.063423,0.282772,13.14233,
5,-0.021871,46.14177,0.394053,39.81979,-0.020499,0.024083,0,0.032321,0.527903,-0.039338,0.25095,13.37767,
5.5,-0.018308,45.98082,0.474204,40.06076,-0.072138,-0.007367,0,0.051454,0.4848,0.081183,0.194633,13.07081,
6,-0.041895,45.9209,0.473843,40.35894,-0.033446,-0.012832,0,0.021775,0.4833,-0.049881,0.189283,13.39886,
6.5,-0.027521,45.94849,0.478553,40.36136,-0.049348,0.046385,0,0.00793,0.548566,0.094007,0.198554,13.29156,
7,0.009597,45.66797,0.47872,40.35898,-0.014087,-0.042389,0,-0.015872,0.536515,0.093959,0.196875,13.5306,
7.5,0.08977,44.70019,1.054181,40.45979,-0.005963,0.09108,0,0.048011,0.736863,0.101194,0.23071,13.67789,
8,0.345543,42.18759,2.111367,40.34079,0.076563,0.073217,0,0.085936,1.361991,0.187855,0.282915,13.43671,
8.5,0.842399,36.86549,4.094969,41.24212,0.14685,0.251183,0,0.307519,2.830854,0.560964,0.203288,13.43511,
9,1.966635,15.53428,9.380498,39.99793,0.329413,0.648491,0,0.834159,7.563508,1.593093,0.176459,10.77505,
9.5,2.343232,10.28461,11.11561,41.91806,0.410997,0.783562,0,1.062873,10.2908,2.135051,0.201667,9.919174,
10,2.579073,7.78958,12.22615,43.59421,0.497547,0.871836,0,1.025155,11.92489,2.32919,0.148648,9.794406,
10.5,2.509299,6.624846,12.50594,44.74612,0.50067,0.929598,0,1.083023,12.58201,2.439993,0.196088,10.02925,
11,2.548052,6.361829,12.6553,45.05628,0.421233,0.957166,0,1.062282,12.93127,2.469703,0.120079,10.19973,
11.5,2.505187,6.252385,12.68131,45.20072,0.485957,0.932254,0,0.991925,13.10626,2.434229,0.091353,10.14615,
12,2.588659,6.395666,12.51604,45.81187,0.497606,0.934794,0,1.057192,12.91107,2.405894,0.146672,10.20793,
12.5,2.422968,6.646914,12.60024,46.1358,0.498064,0.829462,0,1.015693,13.08609,2.429628,0.136389,9.9867,
13,2.476916,6.859786,12.41481,46.05797,0.518747,0.824048,0,0.987719,12.92784,2.358823,0.136552,10.16419,
13.5,2.598784,7.086259,12.49852,45.79124,0.497093,0.886565,0,0.996394,12.81034,2.351147,0.150707,10.29349,
14,2.563101,6.980906,12.41354,45.87793,0.465078,0.892113,0,1.020214,12.936,2.367221,0.157821,10.25884,
14.5,2.470355,7.165257,12.59386,46.18162,0.410885,0.955283,0,0.967322,12.85846,2.455472,0.18759,10.18384,
15,2.545784,7.258835,12.21963,45.89069,0.527812,0.984127,0,1.012693,12.89983,2.431799,0.185277,10.39888,
15.5,2.448436,7.247869,12.38891,45.84871,0.495924,0.932595,0,1.046882,12.74279,2.377173,0.190538,10.39716,
16,2.406431,7.371779,12.54593,45.84061,0.46898,0.968679,0,0.999299,12.7493,2.3515,0.065186,10.06558,
16.5,2.379941,7.415018,12.44382,45.82184,0.465538,0.856856,0,1.002729,12.7305,2.368646,0.188502,10.16602,
17,2.476664,7.517644,12.51298,45.95925,0.474626,0.869279,0,1.042966,12.75035,2.320757,0.207748,10.20065,
17.5,2.455822,7.513335,12.35747,45.91658,0.478296,0.82074,0,1.02785,12.67082,2.308592,0.151427,10.30617,
18,2.458879,7.539198,12.45,45.80845,0.472661,0.954041,0,1.018118,12.65446,2.246795,0.114604,10.16315,
18.5,2.639169,7.633738,12.37671,45.93046,0.433707,0.975435,0,1.063929,12.54727,2.276213,0.1001,10.33705,
19,2.525246,7.545786,12.3784,45.92416,0.472072,0.867784,0,1.012767,12.66502,2.200053,0.1974,10.24487,
19.5,2.523566,7.625779,12.45213,45.76453,0.456952,0.935931,0,1.043839,12.66708,2.314841,0.221414,10.30988,
20,2.40553,7.647488,12.36178,45.87474,0.440111,0.909168,0,1.023661,12.59419,2.300636,0.155855,10.35787,
20.5,2.581836,7.686093,12.55048,46.15967,0.396481,0.844693,0,1.011728,12.67535,2.303756,0.180291,10.2303,
21,2.308532,7.915196,12.58991,46.20679,0.473667,0.864965,0,1.041435,12.80845,2.299206,0.179064,10.40152,
21.5,1.873452,8.081455,12.67529,46.2393,0.551587,0.894549,0,1.040789,12.94768,2.27486,0.183217,10.6431,
22,1.448042,8.172795,12.52806,46.42376,0.511886,0.886349,0,1.061348,13.08779,2.261038,0.202289,10.79081,
22.5,1.109592,7.929121,12.88221,46.82689,0.445898,0.856032,0,1.073189,13.11498,2.401585,0.131813,10.68213,
23,0.894702,8.591863,13.48305,47.74049,0.529494,0.976384,0,1.113078,13.41471,2.403525,0.184448,10.81722,
23.5,0.788896,9.056464,13.87356,48.53392,0.514199,0.89231,0,1.110256,13.53889,2.432245,0.196791,11.0923,
24,0.706935,8.978043,13.8524,48.80141,0.403737,1.06194,0,1.052895,13.51205,2.39548,0.227931,11.15837,
24.5,0.609502,9.073637,13.88965,48.90835,0.448091,0.921321,0,1.067516,13.36513,2.43646,0.256789,10.82985,
25,0.680608,9.062366,13.86991,49.13507,0.486388,0.935499,0,1.080037,13.32294,2.465034,0.214547,10.98692,
25.5,0.877206,8.881353,13.63885,48.69719,0.426383,0.952368,0,1.037312,13.41204,2.502173,0.240726,10.85254,
26,0.871751,8.834115,13.62356,48.51198,0.476058,0.922786,0,1.022929,13.34073,2.357779,0.157974,11.09867,
26.5,1.105277,8.679101,13.41458,47.80208,0.43376,0.877224,0,1.079291,13.37593,2.385671,0.148693,10.75556,
27,1.440985,8.321274,12.83346,47.34142,0.501696,0.855639,0,1.071292,13.18503,2.280948,0.150756,10.87495,
27.5,1.837996,8.271886,12.67275,46.92939,0.396838,0.943782,0,1.024681,13.04419,2.29052,0.231374,10.56613,
28,2.252116,8.077936,12.8677,46.52227,0.434716,0.888215,0,1.049847,12.73066,2.260024,0.233321,10.4808,
28.5,2.512943,7.946518,12.65741,46.3298,0.446957,0.80029,0,1.037197,12.73835,2.269381,0.194205,10.22201,
29,2.606421,7.836622,12.494,46.40438,0.494363,0.962412,0,1.016642,12.6351,2.405967,0.189141,10.45333,
29.5,2.560358,7.695259,12.59587,46.24527,0.464773,0.93698,0,1.028233,12.72898,2.255634,0.15985,10.35219,
30,2.454416,7.655106,12.40266,46.11351,0.465744,1.007357,0,1.024989,12.64686,2.33168,0.155355,10.39638,
30.5,2.47992,7.52191,12.48772,46.4123,0.417762,0.95389,0,1.005173,12.76686,2.31126,0.119284,10.23277,
31,2.400909,7.514657,12.42622,45.96827,0.378293,1.020168,0,0.970268,12.83045,2.276479,0.161771,10.25322,
31.5,2.550011,7.484342,12.44061,45.78181,0.502562,0.949103,0,0.933329,12.74471,2.292683,0.162568,10.28261,
32,2.529158,7.321937,12.43386,45.51198,0.489553,0.96903,0,0.991235,12.73284,2.326688,0.194009,10.36234,
32.5,2.519334,7.433143,12.36917,45.821,0.481928,0.930868,0,1.021642,12.76118,2.350462,0.138084,10.22886,
33,2.509839,7.297781,12.41626,45.98137,0.373936,1.01018,0,0.990548,12.62453,2.281737,0.181039,10.46322,
33.5,2.510362,7.172586,12.36563,45.84501,0.465904,0.901837,0,1.036139,12.90379,2.371547,0.088202,10.46614,
