Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,0.024649,43.22144,0.537465,39.44779,-0.014732,-0.000422,0,0.017928,0.596539,0.044485,0.211568,14.97839,
0.499999999999997,0.026242,43.03163,0.685033,39.9988,0.038432,0.045342,0,-0.014384,0.775804,0.059954,0.163178,15.09763,
1,0.046144,38.45285,1.654464,40.85777,0.008998,0.083028,0,0.001633,2.86284,0.162888,0.209843,14.58953,
1.5,0.143511,29.90818,3.505591,42.47617,-0.104534,0.476829,0,0.0131,6.965358,0.474443,0.247243,12.78184,
2,0.374761,24.63043,4.522709,43.95501,0.030336,0.962075,0,0.061495,10.54389,0.691408,0.093839,12.04577,
2.5,0.552398,20.72937,6.216336,45.61878,0.076231,1.487885,0,0.055902,12.94323,0.720909,0.181892,12.99665,
3,0.777421,17.55924,7.685225,46.79655,0.105379,1.220584,0,0.076155,15.06709,1.000804,0.34872,12.43568,
3.5,1.015933,14.40508,9.141164,47.40863,0.137671,0.690687,0,0.114978,16.94936,1.417728,0.205858,10.97834,
4,1.289505,9.986697,11.24945,46.78307,0.279984,0.557295,0,0.317804,16.83637,2.128017,0.205748,10.05695,
4.5,1.996288,6.785068,12.6438,45.77172,0.221829,0.641233,0,0.645822,15.13659,2.220171,0.091946,9.387341,
5,2.200342,5.35311,13.56893,46.21869,0.238022,0.626498,0,0.76827,14.47051,2.439589,0.195504,9.308546,
5.5,2.365618,4.798883,13.90157,46.4425,0.387613,0.597824,0,0.820887,13.82856,2.646684,0.147065,9.426227,
6,2.400364,4.344213,14.20834,46.36887,0.28083,0.701459,0,0.857006,13.89487,2.657185,0.116598,9.471285,
6.5,2.478514,4.367746,14.25173,46.27317,0.359481,0.761017,0,0.877287,13.56839,2.687737,0.158449,9.47019,
7.00000000000001,2.380028,4.329588,14.47088,46.66958,0.291133,0.664203,0,0.868281,13.72301,2.690569,0.182864,9.393681,
7.5,2.357079,4.390324,14.4315,46.5141,0.312104,0.653201,0,0.875917,13.6691,2.739477,0.15924,9.525358,
