Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.052888,46.69903,0.416289,39.49096,0.011151,0.008698,0,-0.007023,0.265542,0.02028,0.11009,11.58039,
0.499999999999998,-0.096242,46.40713,0.371114,39.89829,0.05473,0.081312,0,0.016996,0.324542,-0.003345,0.202136,11.63226,
1,-0.006673,46.22019,0.420163,39.84524,0.057491,0.030778,0,-0.026722,0.30869,0.082175,0.182793,11.54382,
1.5,-0.024279,45.90418,0.502008,39.85112,-0.060124,0.001767,0,0.004827,0.376167,0.053014,0.119325,11.89395,
2,-0.005843,45.63418,0.786639,40.30658,0.032086,-0.044737,0,0.032919,0.421159,0.019158,0.242567,11.67128,
2.5,0.149344,44.26632,1.53688,41.77565,0.113961,0.018326,0,-0.02064,0.699129,0.055502,0.17545,12.02517,
3,0.338196,41.13904,3.372343,43.81919,0.088515,0.065001,0,0.034789,1.569602,0.25911,0.147409,12.58833,
3.5,0.849758,34.97886,6.701918,48.20311,-0.046051,0.09364,0,0.129625,3.434296,0.624257,0.174169,13.36408,
4,1.934486,12.55443,13.90492,51.25794,0.264029,1.438545,0,0.36654,8.566098,1.843547,0.145834,8.450713,
4.5,2.118771,7.418355,14.75426,52.71621,0.289761,0.243415,0,0.375171,10.57563,2.246699,0.084742,6.525202,
5,2.215287,5.020145,15.70968,53.33471,0.233469,0.303009,0,0.3906,11.52196,2.461687,0.13008,6.01113,
5.5,2.282458,3.657434,15.7484,53.40662,0.161629,0.324599,0,0.39621,12.14946,2.482689,0.119237,5.770049,
6,2.224897,3.175442,15.87405,53.60299,0.231598,0.356807,0,0.385685,12.5215,2.565886,0.128249,5.688481,
6.5,2.275285,2.88685,15.70353,52.93781,0.241389,0.369103,0,0.37313,12.61576,2.616638,0.128966,5.952329,
7,2.21529,2.839922,15.69825,53.34595,0.176104,0.301564,0,0.368554,12.54339,2.646949,0.093031,5.859931,
7.5,2.198942,2.90466,15.56051,52.60595,0.180851,0.291244,0,0.350188,12.73751,2.468968,0.034349,6.148399,
8,2.132188,3.014445,15.5278,52.8931,0.17133,0.346352,0,0.366642,12.80714,2.583523,0.059413,6.177547,
8.5,2.130838,3.151355,15.41674,52.82456,0.152041,0.285238,0,0.323086,12.75708,2.612444,0.12511,6.414638,
9,2.094976,3.18405,15.34043,53.01732,0.152275,0.308714,0,0.372246,12.93633,2.499155,0.205286,6.395016,
9.5,2.161572,3.18428,15.34589,52.56073,0.166693,0.367149,0,0.33936,12.86784,2.578741,0.078106,6.377087,
10,2.127071,3.328774,15.30751,52.54844,0.169182,0.409504,0,0.375139,12.9532,2.56363,0.145574,6.44548,
10.5,2.123089,3.333689,15.28743,52.36636,0.101185,0.36364,0,0.287887,12.86568,2.695271,0.111985,6.360845,
11,2.09939,3.365536,15.24774,52.48212,0.175148,0.392294,0,0.372263,12.93357,2.575531,0.122079,6.44095,
11.5,2.091201,3.417674,15.15692,52.80259,0.187559,0.337042,0,0.373465,13.04911,2.658723,0.096985,6.562757,
12,2.210663,3.439863,15.26168,52.82983,0.188735,0.249935,0,0.329512,12.99928,2.504425,0.169281,6.758193,
12.5,2.201627,3.426905,15.11668,52.50274,0.269133,0.28888,0,0.32707,12.96696,2.483575,0.091082,6.620017,
13,2.015573,3.846343,15.01896,52.17378,0.232806,0.319058,0,0.315128,13.37632,2.728948,0.139626,6.708574,
13.5,2.22398,4.825785,15.68864,52.41078,0.219783,0.281115,0,0.333594,13.88198,2.822263,0.085988,7.082645,
14,1.95821,3.387931,14.99196,52.4268,0.125679,0.340981,0,0.3637,12.9583,2.546026,0.091835,6.436918,
14.5,2.095287,3.420642,14.96986,52.30766,0.144059,0.317844,0,0.386635,12.97999,2.602765,0.103483,6.475152,
15,2.061747,3.634473,14.81653,52.28159,0.174352,0.357146,0,0.337917,13.09372,2.632934,0.092375,6.679858,
15.5,2.064522,5.348104,15.56898,52.31394,0.215632,0.29022,0,0.314764,14.41364,2.731959,0.110552,7.428899,
16,1.971959,5.02705,15.41705,52.83519,0.17433,0.221176,0,0.33285,14.21754,2.794147,0.087943,7.313035,
16.5,2.096109,3.599784,15.13187,52.26885,0.195849,0.288379,0,0.327046,13.13705,2.549561,0.125114,6.716903,
17,2.193372,3.65561,15.02496,52.43337,0.201296,0.322844,0,0.329004,12.96256,2.628894,0.088824,6.651822,
