Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.0269,45.92749,0.433655,39.67543,-0.047269,0.036887,0,0.025482,0.374197,0.018181,0.151236,12.3463,
0.5,-0.086878,45.3747,0.452037,39.58049,-0.048106,-0.030175,0,0.021429,0.327154,0.020331,0.200246,12.36322,
1,0.02421,44.86684,0.627831,39.80028,0.022427,0.005119,0,0.025025,0.35681,0.023862,0.199125,12.65076,
1.5,0.040162,43.72655,0.908181,39.52935,-0.059175,-0.045499,0,0.007688,0.437774,0.028153,0.164062,13.59734,
2,0.149774,41.70264,1.635685,40.16844,0.091667,-0.029528,0,0.036042,0.673871,0.061866,0.263574,14.59439,
2.5,0.533197,33.3494,4.33915,42.05688,0.058882,0.037434,0,0.064569,1.415923,0.345413,0.207603,14.63476,
3,1.188267,23.52484,8.095563,44.42738,0.115755,0.107422,0,0.197361,3.339672,0.696042,0.211989,12.91252,
3.5,1.677171,16.22311,11.0358,46.55348,0.133549,0.162,0,0.256438,5.341187,1.173319,0.113547,11.17089,
4,2.007064,11.33199,12.92173,48.10762,0.098228,0.246662,0,0.298149,7.215185,1.587096,0.145605,9.673093,
4.5,2.258298,7.977773,14.36644,49.91639,0.159455,0.278134,0,0.371038,8.790394,1.99851,0.129475,8.465091,
5,2.36925,5.881963,15.01948,50.78093,0.155383,0.366527,0,0.381908,9.969553,2.122899,0.117711,7.415257,
5.50000000000001,2.299526,4.347782,15.60464,51.33482,0.164727,0.412139,0,0.44281,11.20348,2.394288,0.104169,6.978513,
6,2.279164,3.525855,15.82858,51.83746,0.187193,0.389396,0,0.498924,11.716,2.507795,0.116935,6.412609,
6.5,2.242455,3.099671,16.0508,52.193,0.145534,0.380567,0,0.445242,12.32778,2.604457,0.200341,6.316936,
7.00000000000001,2.26291,2.822187,16.14114,51.99011,0.226642,0.388237,0,0.417877,12.67361,2.685978,0.085432,6.257723,
7.5,2.216388,2.841883,15.95862,52.06073,0.197688,0.379181,0,0.432761,12.73637,2.645423,0.081987,6.175344,
8.00000000000001,2.22936,2.829823,16.20933,52.33086,0.225338,0.308597,0,0.412746,13.09027,2.735516,0.114916,6.196743,
8.5,1.851394,2.889966,16.36854,52.49814,0.187488,0.35432,0,0.472259,13.31467,2.772642,0.055531,6.289314,
9,1.385507,2.960486,16.28017,52.63629,0.252565,0.38412,0,0.448123,13.48974,2.783452,0.069392,6.579705,
9.5,0.989438,3.099162,16.17476,53.18351,0.198193,0.385674,0,0.38524,13.49829,2.861346,0.162559,6.51957,
10,0.711244,3.253796,16.53493,53.53669,0.15828,0.300657,0,0.442261,13.83417,2.748451,0.124825,6.714817,
10.5,0.586638,3.283445,16.57999,54.10965,0.319345,0.302173,0,0.453841,13.85213,2.755239,0.098065,6.811108,
11,0.539246,3.228353,16.53354,54.21223,0.239383,0.374404,0,0.464911,13.87323,2.797177,0.171429,6.929729,
11.5,0.5438,3.363125,16.6469,54.63311,0.142731,0.39136,0,0.443421,13.93131,2.724886,0.173251,6.790771,
12,0.495713,3.362713,16.66526,54.72212,0.251573,0.330612,0,0.461096,13.96686,2.819741,0.116859,6.775501,
12.5,0.654016,3.413555,16.69735,54.46318,0.314133,0.417061,0,0.430312,13.77728,2.761657,0.167551,6.931844,
13,0.876555,3.4687,16.52253,53.86209,0.209959,0.388242,0,0.425745,13.79522,2.768819,0.094013,6.791669,
13.5,1.121336,3.381412,16.24892,53.2469,0.201567,0.391964,0,0.448344,13.66868,2.794189,0.122587,6.935517,
14,1.457547,3.269975,16.00595,52.55973,0.184259,0.325238,0,0.411347,13.60161,2.759684,0.102376,6.702994,
14.5,1.903421,3.290216,15.83542,52.27948,0.18547,0.259156,0,0.413597,13.36912,2.594477,0.097392,6.67756,
15,2.106471,3.125212,15.74724,51.71642,0.196616,0.361691,0,0.424286,13.45856,2.681067,0.155371,6.572495,
15.5,2.121117,3.177857,15.66201,52.00887,0.126965,0.330957,0,0.433664,13.31755,2.764407,0.141203,6.604862,
16,2.045134,3.109534,15.55107,51.44472,0.234627,0.361106,0,0.409144,13.23432,2.831263,0.162013,6.435452,
16.5,2.144532,3.130921,15.51489,51.72411,0.202739,0.342849,0,0.402217,13.26056,2.739275,0.180622,6.65968,
17,2.247588,3.080276,15.59532,51.63161,0.260722,0.374508,0,0.439482,13.27266,2.791752,0.111575,6.535463,
17.5,2.120733,3.186269,15.74497,51.66302,0.23312,0.423246,0,0.356731,13.28164,2.723013,0.154786,6.635929,
18,2.164115,3.206298,15.5923,51.87066,0.161692,0.375627,0,0.413602,13.29598,2.69636,0.083368,6.635415,
