Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.023325,45.80587,0.303956,39.86124,-0.074666,0.029994,0,0.010585,0.497744,0.063557,0.153494,13.06914,
0.499999999999994,-0.015139,45.42968,0.376253,39.31568,-0.040281,0.034555,0,-0.001825,0.502861,0.030183,0.151757,13.33713,
1,-0.050467,45.50461,0.319193,39.78638,-0.006723,0.086833,0,0.031321,0.489946,-0.021634,0.254083,13.071,
1.5,-0.073476,45.95275,0.369635,40.00655,0.075564,0.007459,0,-0.000766,0.483399,0.048994,0.19315,13.2714,
2,-0.083985,45.80091,0.388451,39.82147,-0.005617,0.05599,0,0.054109,0.537185,0.033568,0.211559,13.36786,
2.5,-0.06622,45.66585,0.470019,39.65178,0.011977,0.019338,0,-0.000764,0.486278,0.035842,0.183604,13.29779,
3,0.03915,45.74197,0.40286,39.7884,0.087562,0.03321,0,0.020603,0.502577,0.031716,0.266651,13.43335,
3.5,-0.031075,45.0965,0.401937,39.41941,0.04201,0.020387,0,-0.036018,0.47747,0.032135,0.231806,13.27702,
4,-0.010514,45.24884,0.494816,39.74938,-0.104382,0.048239,0,-0.008396,0.492985,0.010794,0.233254,13.50736,
4.5,-0.014883,44.78811,0.49571,39.35254,0.066823,0.043231,0,0.008723,0.564712,0.020144,0.204952,13.86066,
5,0.064668,43.94224,0.817245,39.86157,0.019529,-0.002129,0,0.017612,0.700684,0.122502,0.182681,14.05745,
5.5,0.337101,42.61409,1.436918,39.89146,0.038975,0.030961,0,0.041026,1.056349,0.148886,0.199742,14.01692,
6,0.519666,39.94588,2.634202,40.0755,0.075741,0.114391,0,0.161067,1.689837,0.306195,0.194108,13.67065,
6.5,1.277852,32.32248,5.014637,40.06103,0.284759,0.199566,0,0.298569,3.619124,0.759361,0.190157,13.43905,
7,2.163086,13.84576,9.037357,38.73044,0.151046,0.410896,0,0.617479,7.722381,1.640148,0.159697,10.50931,
7.5,2.627661,10.42897,10.66154,40.73443,0.25325,0.46056,0,0.687784,9.75461,1.94215,0.183652,10.07493,
8,2.628795,8.320091,11.41948,42.11136,0.31159,0.695103,0,0.666306,11.20865,2.236857,0.099793,10.05463,
8.5,2.744032,7.053608,11.94891,43.28312,0.339196,0.674604,0,0.66359,12.09731,2.357963,0.223174,9.923157,
9,2.734777,6.418369,12.16484,43.78517,0.297855,0.673176,0,0.635945,12.51189,2.428656,0.185991,10.1654,
