time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-01-22T02:49:14.480Z,18.8618333,-155.2563333,11.855,3.41,ml,35,262,,0.11,hv,hv5344948,2020-03-31T21:03:54.620Z,"40 km SE of Naalehu, Hawaii",earthquake,1.01,1.03,0.19,5,reviewed,hv,hv
2003-06-14T13:41:23.120Z,18.919,-155.1921667,46.793,2.51,ml,35,256,,0.09,hv,hv5293181,2020-03-31T20:10:07.360Z,"43 km SE of P?hala, Hawaii",earthquake,0.83,1.12,0.23,9,reviewed,hv,hv
2003-02-07T08:53:32.490Z,18.9945,-155.0913333,41.936,3.34,ml,34,273,,0.1,hv,hv5271880,2020-03-31T19:28:27.170Z,"46 km ESE of P?hala, Hawaii",earthquake,1.04,1.43,0.18,6,reviewed,hv,hv
2003-01-15T16:09:51.020Z,18.8155,-155.2736667,11.861,2.66,ml,30,269,,0.09,hv,hv5268939,2020-03-31T20:48:14.630Z,"42 km SE of Naalehu, Hawaii",earthquake,1.39,2.22,0.24,10,reviewed,hv,hv
2003-01-13T16:22:06.520Z,18.8235,-155.2733333,11.561,2.67,ml,30,268,,0.11,hv,hv5268625,2020-03-31T20:48:09.230Z,"42 km SE of Naalehu, Hawaii",earthquake,1.23,1.42,0.25,9,reviewed,hv,hv
2003-01-13T14:37:19.100Z,18.7991667,-155.2665,9.989,3.02,ml,35,272,,0.11,hv,hv5268620,2020-03-31T20:48:08.730Z,"44 km SE of Naalehu, Hawaii",earthquake,0.91,0.94,0.19,10,reviewed,hv,hv
2003-01-13T09:32:16.870Z,18.8068333,-155.272,11.021,2.62,ml,29,271,,0.13,hv,hv5268595,2020-03-31T20:48:07.970Z,"43 km SE of Naalehu, Hawaii",earthquake,1.63,1.3,0.25,8,reviewed,hv,hv
2003-01-13T08:51:50.710Z,18.8386667,-155.2823333,13.781,2.58,ml,28,266,,0.1,hv,hv5268588,2020-03-31T20:48:07.540Z,"40 km SE of Naalehu, Hawaii",earthquake,2.83,5.69,0.25,6,reviewed,hv,hv
2003-01-13T08:42:42.230Z,18.8301667,-155.261,10.521,2.5,ml,25,268,,0.12,hv,hv5268585,2020-03-31T20:48:07.080Z,"42 km SE of Naalehu, Hawaii",earthquake,1.75,1.21,0.16,6,reviewed,hv,hv
2003-01-13T06:24:02.720Z,18.844,-155.2811667,11.659,3.43,ml,35,265,,0.12,hv,hv5268570,2020-03-31T20:48:06.030Z,"40 km SE of Naalehu, Hawaii",earthquake,1.42,1.07,0.01,7,reviewed,hv,hv
2003-01-06T22:57:02.030Z,18.8196667,-155.1463333,11.428,2.97,ml,32,273,,0.19,hv,hv5267411,2020-03-31T20:47:58.870Z,"53 km ESE of Naalehu, Hawaii",earthquake,4.02,5.85,0.15,8,reviewed,hv,hv
2002-12-22T00:59:28.960Z,18.9321667,-155.219,8.225,2.65,ml,28,252,,0.15,hv,hv5265712,2020-03-31T19:13:29.230Z,"40 km SE of P?hala, Hawaii",earthquake,1.37,0.85,0.16,6,reviewed,hv,hv
2002-08-14T21:24:20.660Z,18.9728333,-155.1931667,29.43,2.62,ml,5,280,,0.08,hv,hv5241016,2020-03-31T16:06:34.520Z,"39 km SE of P?hala, Hawaii",earthquake,3.21,5.95,,1,reviewed,hv,hv
2002-06-25T13:50:33.540Z,18.8996667,-155.231,11.609,3,ml,34,250,,0.13,hv,hv5229463,2020-03-31T16:06:10.090Z,"41 km ESE of Naalehu, Hawaii",earthquake,1.22,0.91,0.2,5,reviewed,hv,hv
2002-06-25T08:18:50.590Z,18.9158333,-155.213,7.691,2.93,ml,27,255,,0.1,hv,hv5229431,2020-03-31T16:06:09.340Z,"42 km ESE of Naalehu, Hawaii",earthquake,1.06,0.68,0.23,6,reviewed,hv,hv
2002-05-01T21:04:32.490Z,18.883,-155.2206667,11.801,2.65,ml,34,257,,0.11,hv,hv5217483,2020-03-31T20:31:51.960Z,"42 km ESE of Naalehu, Hawaii",earthquake,1.61,1.08,0.22,16,reviewed,hv,hv
2001-09-26T15:17:17.300Z,18.8976667,-155.2588333,12.672,2.51,ml,34,249,,0.09,hv,hv5186097,2020-03-31T21:42:04.020Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.11,0.9,0.12,23,reviewed,hv,hv
2001-09-13T18:39:54.120Z,18.8775,-155.2,9.038,4.4,md,37,254,,0.16,hv,hv5184964,2020-03-31T21:41:45.390Z,"45 km ESE of Naalehu, Hawaii",earthquake,1.45,1,,,reviewed,hv,hv
2001-09-13T13:11:45.380Z,18.8428333,-155.25,11.562,4.9,md,34,273,,0.12,hv,hv5184925,2020-03-31T21:41:43.980Z,"42 km SE of Naalehu, Hawaii",earthquake,1.35,1.26,,,reviewed,hv,hv
2001-09-11T20:34:14.150Z,18.747,-155.1653333,7.892,2.54,ml,19,291,,0.14,hv,hv5184764,2020-03-31T21:41:41.960Z,"56 km SE of Naalehu, Hawaii",earthquake,2.54,3.05,0.08,4,reviewed,hv,hv
2001-09-11T13:45:40.300Z,18.8593333,-155.1566667,8.142,3.32,ml,32,259,,0.12,hv,hv5184721,2020-03-31T21:41:41.350Z,"50 km ESE of Naalehu, Hawaii",earthquake,0.92,0.66,0.12,9,reviewed,hv,hv
2001-09-11T08:34:57.050Z,18.77,-155.3101667,7.152,2.67,ml,27,274,,0.15,hv,hv5184704,2020-03-31T21:41:40.880Z,"43 km SE of Naalehu, Hawaii",earthquake,1.28,0.73,0.14,5,reviewed,hv,hv
2001-09-11T06:22:57.170Z,18.8908333,-155.25,12.612,2.84,ml,32,250,,0.11,hv,hv5184694,2020-03-31T21:41:40.040Z,"39 km ESE of Naalehu, Hawaii",earthquake,0.91,1.12,0.1,19,reviewed,hv,hv
2001-09-11T04:43:20.230Z,18.8851667,-155.248,12.222,3.22,ml,39,251,,0.11,hv,hv5184670,2020-03-31T21:41:38.770Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.82,1.12,0.14,13,reviewed,hv,hv
2001-09-11T04:33:31.410Z,18.8861667,-155.2455,12.202,2.87,ml,30,251,,0.1,hv,hv1319346,2020-03-31T21:41:38.590Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.8,1,0.14,8,reviewed,hv,hv
2001-09-11T04:32:15.110Z,18.8123333,-155.2335,9.952,3.32,ml,36,276,,0.14,hv,hv1319345,2020-03-31T21:41:38.430Z,"46 km SE of Naalehu, Hawaii",earthquake,1.12,1.2,0.12,10,reviewed,hv,hv
2001-09-11T04:31:21.570Z,18.8246667,-155.2305,9.812,2.8,ml,35,274,,0.11,hv,hv5184669,2020-03-31T21:41:38.250Z,"45 km SE of Naalehu, Hawaii",earthquake,1.07,0.82,0.13,11,reviewed,hv,hv
2001-09-11T04:29:06.890Z,18.882,-155.2431667,12.132,2.94,ml,34,251,,0.12,hv,hv5184668,2020-03-31T21:41:38.060Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.87,1.01,0.08,18,reviewed,hv,hv
2001-09-11T02:01:00.810Z,18.8645,-155.2405,11.592,2.54,ml,34,254,,0.09,hv,hv5184643,2020-03-31T21:41:36.170Z,"42 km ESE of Naalehu, Hawaii",earthquake,0.77,0.92,0.16,25,reviewed,hv,hv
2001-09-11T01:54:44.740Z,18.856,-155.239,11.052,3.13,ml,36,257,,0.12,hv,hv5184639,2020-03-31T21:41:35.980Z,"42 km ESE of Naalehu, Hawaii",earthquake,1.03,1.02,0.13,13,reviewed,hv,hv
2001-09-11T00:33:06.300Z,18.8836667,-155.2481667,12.242,3,ml,37,251,,0.12,hv,hv5184622,2020-03-31T21:41:35.180Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.84,1.16,0.14,16,reviewed,hv,hv
2001-09-11T00:09:21.550Z,18.8741667,-155.259,12.562,4.7,md,38,253,,0.12,hv,hv1319344,2020-03-31T21:41:35.020Z,"40 km ESE of Naalehu, Hawaii",earthquake,1.27,1.54,,,reviewed,hv,hv
2001-09-10T23:52:27.980Z,18.8883333,-155.2613333,12.592,2.51,ml,29,250,,0.1,hv,hv5184617,2020-03-31T21:41:34.860Z,"38 km ESE of Naalehu, Hawaii",earthquake,0.85,1.03,0.04,17,reviewed,hv,hv
2001-07-23T12:04:36.690Z,18.8881667,-155.235,10.822,2.63,ml,34,251,,0.12,hv,hv5178615,2020-03-31T22:00:46.790Z,"41 km ESE of Naalehu, Hawaii",earthquake,1.1,0.82,0.13,22,reviewed,hv,hv
2001-07-22T14:25:06.660Z,18.8676667,-155.1918333,9.462,2.67,ml,32,275,,0.13,hv,hv5178497,2020-03-31T21:56:06.300Z,"46 km ESE of Naalehu, Hawaii",earthquake,1.19,0.82,0.13,22,reviewed,hv,hv
2001-07-21T18:01:07.840Z,18.8923333,-155.262,11.792,3.35,ml,38,265,,0.11,hv,hv5178358,2020-03-31T21:56:03.050Z,"38 km ESE of Naalehu, Hawaii",earthquake,0.92,1.12,0.19,11,reviewed,hv,hv
2000-04-22T12:23:09.680Z,18.8883333,-155.2166667,7.274,2.73,ml,22,272,,0.14,hv,hv1285867,2020-03-31T20:58:05.510Z,"43 km ESE of Naalehu, Hawaii",earthquake,2.48,1.46,0.12,3,reviewed,hv,hv
2000-04-21T18:16:55.720Z,18.843,-155.2391667,10.046,2.91,ml,14,312,,0.09,hv,hv1285806,2020-03-31T20:58:03.720Z,"43 km SE of Naalehu, Hawaii",earthquake,2.13,1.48,,4,reviewed,hv,hv
1999-11-18T05:15:41.190Z,18.8646667,-155.326,48.368,2.82,ml,31,259,,0.1,hv,hv1272408,2020-03-31T21:07:47.910Z,"34 km SE of Naalehu, Hawaii",earthquake,0.84,1.35,0.22,8,reviewed,hv,hv
1999-06-14T08:38:23.320Z,18.8545,-155.15,45.141,2.51,ml,33,265,,0.11,hv,hv1257924,2020-03-31T21:39:42.520Z,"51 km ESE of Naalehu, Hawaii",earthquake,1.98,1.18,0.15,10,reviewed,hv,hv
1999-06-10T13:22:21.710Z,18.9908333,-155.3588333,51.963,4.4,md,38,227,,0.1,hv,hv1257596,2020-03-31T22:01:09.750Z,"24 km ESE of Naalehu, Hawaii",earthquake,0.85,0.95,,,reviewed,hv,hv
1999-02-07T17:51:23.130Z,18.8185,-155.1585,54.411,3.6,md,34,265,,0.11,hv,hv1245317,2020-03-31T20:58:34.140Z,"52 km ESE of Naalehu, Hawaii",earthquake,1.94,1.24,,,reviewed,hv,hv
1999-01-31T06:53:37.550Z,18.9236667,-155.2555,11.721,3.8,md,25,266,,0.12,hv,hv1244505,2020-03-31T21:15:35.390Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.59,0.82,,,reviewed,hv,hv
1999-01-29T00:21:09.860Z,18.7218333,-155.2311667,8.111,3.3,md,36,285,,0.1,hv,hv1244285,2020-03-31T21:15:34.310Z,"53 km SE of Naalehu, Hawaii",earthquake,1.04,1.6,,,reviewed,hv,hv
1998-12-27T21:40:46.930Z,18.7905,-155.2308333,10.541,4.7,md,30,298,,0.11,hv,hv1241565,2020-03-31T19:01:45.790Z,"47 km SE of Naalehu, Hawaii",earthquake,1.26,1.57,,,reviewed,hv,hv
1998-10-02T16:17:55.800Z,18.781,-155.2445,8.991,3.3,md,25,311,,0.1,hv,hv1233955,2020-03-31T19:21:23.050Z,"47 km SE of Naalehu, Hawaii",earthquake,1.19,1.23,,,reviewed,hv,hv
1998-09-28T02:43:44.280Z,18.9625,-155.2706667,9.681,2.8,md,21,271,,0.13,hv,hv1233448,2020-03-31T19:20:31.520Z,"34 km SE of P?hala, Hawaii",earthquake,3.41,0.84,,,reviewed,hv,hv
1998-09-10T22:38:20.580Z,18.983,-155.1981667,43.201,3.5,md,37,241,,0.1,hv,hv5030410,2020-03-31T19:19:25.800Z,"38 km SE of P?hala, Hawaii",earthquake,0.77,1.44,,,reviewed,hv,hv
1997-12-15T03:53:01.990Z,18.974,-155.3693333,15.842,2.6,md,34,255,,0.11,hv,hv1205236,2020-03-31T20:16:26.170Z,"24 km ESE of Naalehu, Hawaii",earthquake,0.89,4.35,,,reviewed,hv,hv
1997-10-17T08:16:59.530Z,18.8721667,-155.1706667,46.314,2.7,md,27,263,,0.09,hv,hv1198579,2020-03-31T20:06:51.370Z,"48 km ESE of Naalehu, Hawaii",earthquake,1.81,1.57,,,reviewed,hv,hv
1997-10-01T17:06:11.990Z,18.9095,-155.2668333,13.512,3.1,md,26,253,,0.11,hv,hv1196151,2020-03-31T20:04:54.900Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.3,0.86,,,reviewed,hv,hv
1997-05-12T08:14:01.570Z,18.7728333,-155.2015,42.542,2.84,ml,39,275,,0.1,hv,hv1177818,2020-03-31T19:19:24.570Z,"51 km SE of Naalehu, Hawaii",earthquake,3.33,2.31,0.11,7,reviewed,hv,hv
1996-11-28T09:01:03.810Z,18.8323333,-155.2541667,11.746,2.81,ml,33,274,,0.12,hv,hv1136173,2020-03-31T20:29:42.230Z,"43 km SE of Naalehu, Hawaii",earthquake,1.62,1.33,0.1,6,reviewed,hv,hv
1996-09-21T14:14:31.180Z,18.8825,-155.2696667,14.358,3.05,ml,34,252,,0.09,hv,hv1129386,2020-03-31T19:43:44.330Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.7,14.42,0.12,6,reviewed,hv,hv
1996-09-16T14:08:32.420Z,18.8941667,-155.2681667,13.398,2.54,ml,34,253,,0.09,hv,hv1128854,2020-03-31T19:43:40.250Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.05,1.36,0.13,5,reviewed,hv,hv
1996-09-14T08:48:20.830Z,18.849,-155.2518333,10.508,3.43,ml,35,272,,0.1,hv,hv1128487,2020-03-31T19:43:38.700Z,"42 km SE of Naalehu, Hawaii",earthquake,1.09,0.78,0.03,5,reviewed,hv,hv
1996-09-11T05:53:47.490Z,18.9056667,-155.2635,12.628,2.65,ml,21,263,,0.11,hv,hv1128081,2020-03-31T19:43:36.270Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.12,1.07,0.07,5,reviewed,hv,hv
1996-09-07T23:20:46.160Z,18.9063333,-155.2761667,14.378,2.94,ml,37,247,,0.08,hv,hv1127604,2020-03-31T19:43:33.680Z,"36 km ESE of Naalehu, Hawaii",earthquake,1.94,3.25,0.16,5,reviewed,hv,hv
1996-09-06T18:19:27.650Z,18.881,-155.2656667,12.788,3.16,ml,34,252,,0.1,hv,hv1127473,2020-03-31T19:43:32.780Z,"39 km ESE of Naalehu, Hawaii",earthquake,1.56,1.33,0.21,2,reviewed,hv,hv
1996-09-06T11:39:33.900Z,18.8836667,-155.2598333,11.688,3.22,ml,36,251,,0.14,hv,hv1127445,2020-03-31T19:43:32.600Z,"39 km ESE of Naalehu, Hawaii",earthquake,0.78,0.82,0.05,4,reviewed,hv,hv
1996-08-28T17:46:09.890Z,18.905,-155.276,14.098,2.98,ml,30,262,,0.1,hv,hv1126517,2020-03-31T22:24:05.520Z,"36 km ESE of Naalehu, Hawaii",earthquake,2.19,2.33,0.1,5,reviewed,hv,hv
1996-08-27T23:21:27.310Z,18.8018333,-155.2356667,18.522,2.51,ml,19,310,,0.08,hv,hv1126440,2020-03-31T22:24:04.930Z,"46 km SE of Naalehu, Hawaii",earthquake,1.46,10.25,0.09,6,reviewed,hv,hv
1996-08-25T18:37:20.230Z,18.894,-155.2741667,11.358,2.59,ml,35,249,,0.12,hv,hv1126247,2020-03-31T22:24:04.140Z,"37 km ESE of Naalehu, Hawaii",earthquake,2.45,0.86,0.07,4,reviewed,hv,hv
1996-08-25T08:51:33.880Z,18.9046667,-155.2693333,14.048,2.6,ml,34,251,,0.09,hv,hv1126206,2020-03-31T22:24:03.820Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.98,3.65,0.14,5,reviewed,hv,hv
1996-08-23T07:27:31.340Z,18.9011667,-155.2698333,20.908,2.99,ml,40,248,,0.09,hv,hv1125990,2020-03-31T22:24:03.030Z,"37 km ESE of Naalehu, Hawaii",earthquake,2.1,4.78,0.09,7,reviewed,hv,hv
1996-08-22T22:59:07.350Z,18.898,-155.2548333,13.168,2.76,ml,26,265,,0.1,hv,hv1125948,2020-03-31T22:24:02.710Z,"39 km ESE of Naalehu, Hawaii",earthquake,3.45,1.18,0.11,4,reviewed,hv,hv
1996-08-22T21:43:52.200Z,18.8628333,-155.2481667,11.468,3.04,ml,30,270,,0.11,hv,hv1125935,2020-03-31T22:24:02.560Z,"41 km ESE of Naalehu, Hawaii",earthquake,1.06,0.97,0.07,5,reviewed,hv,hv
1996-08-20T18:36:45.920Z,18.8958333,-155.2668333,13.138,2.79,ml,18,265,,0.09,hv,hv1125718,2020-03-31T22:24:01.050Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.45,0.92,0.06,2,reviewed,hv,hv
1996-08-20T01:48:30.480Z,18.877,-155.251,11.248,2.79,ml,31,270,,0.11,hv,hv1125647,2020-03-31T22:24:00.470Z,"40 km ESE of Naalehu, Hawaii",earthquake,2.68,0.96,0.08,5,reviewed,hv,hv
1996-08-20T01:46:53.660Z,18.8741667,-155.2608333,13.148,3.17,ml,31,269,,0.09,hv,hv1125646,2020-03-31T22:24:00.320Z,"Hawaii region, Hawaii",earthquake,1.15,1.21,0.14,3,reviewed,hv,hv
1996-08-16T15:40:32.860Z,18.9105,-155.2646667,13.398,2.69,ml,28,247,,0.09,hv,hv1125349,2020-03-31T22:23:57.660Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.17,1.09,0.03,2,reviewed,hv,hv
1996-08-15T12:17:10.260Z,18.8323333,-155.2415,10.872,2.96,ml,39,274,,0.1,hv,hv1125249,2020-03-31T22:23:57.040Z,"44 km SE of Naalehu, Hawaii",earthquake,0.82,0.72,0.09,6,reviewed,hv,hv
1996-08-13T06:23:51.180Z,18.9076667,-155.2776667,14.038,2.73,ml,31,250,,0.07,hv,hv1125004,2020-03-31T22:23:54.990Z,"36 km ESE of Naalehu, Hawaii",earthquake,2.14,1.71,0.07,5,reviewed,hv,hv
1996-08-12T20:45:13.100Z,18.8863333,-155.2605,12.448,2.55,ml,32,267,,0.08,hv,hv1124969,2020-03-31T22:23:54.780Z,"39 km ESE of Naalehu, Hawaii",earthquake,2.61,1.09,0.11,4,reviewed,hv,hv
1996-08-12T17:51:10.700Z,18.7661667,-155.2306667,6.732,4.38,md,38,282,,0.12,hv,hv1124953,2020-03-31T22:23:54.600Z,"49 km SE of Naalehu, Hawaii",earthquake,1.17,0.77,,1,reviewed,hv,hv
1996-08-10T05:56:29.350Z,18.8913333,-155.2666667,12.788,4.68,md,39,251,,0.11,hv,hv1124685,2020-03-31T22:23:08.390Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.47,1.3,,1,reviewed,hv,hv
1996-08-10T05:47:45.370Z,18.897,-155.2595,13.028,2.94,ml,38,250,,0.13,hv,hv1124681,2020-03-31T22:23:08.070Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.02,1.3,0.02,4,reviewed,hv,hv
1996-08-10T05:21:43.700Z,18.9015,-155.2725,13.838,3.12,ml,39,248,,0.1,hv,hv1124679,2020-03-31T22:23:07.900Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.64,2.47,0.12,4,reviewed,hv,hv
1996-08-09T12:32:28.240Z,18.8921667,-155.2651667,13.258,2.59,ml,34,253,,0.11,hv,hv1124611,2020-03-31T22:23:06.920Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.58,1.46,0.1,6,reviewed,hv,hv
1996-08-09T11:17:11.180Z,18.8778333,-155.2611667,13.158,2.65,ml,34,271,,0.09,hv,hv1124599,2020-03-31T22:23:06.580Z,"39 km ESE of Naalehu, Hawaii",earthquake,1.17,1.09,0.1,5,reviewed,hv,hv
1996-08-08T10:23:35.790Z,18.8593333,-155.2555,11.998,3.12,ml,20,287,,0.07,hv,hv1124494,2020-03-31T22:23:05.100Z,"41 km SE of Naalehu, Hawaii",earthquake,0.97,0.79,0.05,4,reviewed,hv,hv
1996-08-07T02:02:09.790Z,18.9088333,-155.266,15.898,4.38,md,36,247,,0.1,hv,hv1124351,2020-03-31T22:23:03.710Z,"37 km ESE of Naalehu, Hawaii",earthquake,2,15.13,,1,reviewed,hv,hv
1996-08-07T01:16:12.820Z,18.9193333,-155.2808333,14.388,2.88,ml,34,245,,0.09,hv,hv1124348,2020-03-31T22:23:03.560Z,"35 km ESE of Naalehu, Hawaii",earthquake,1.58,2.07,0.11,5,reviewed,hv,hv
1996-08-06T22:13:49.120Z,18.909,-155.2565,12.208,2.75,ml,33,254,,0.11,hv,hv1124327,2020-03-31T22:23:03.210Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.5,0.85,0.07,4,reviewed,hv,hv
1996-08-06T05:54:20.860Z,18.9156667,-155.2768333,14.508,3.1,ml,22,245,,0.06,hv,hv1124243,2020-03-31T22:23:02.750Z,"36 km ESE of Naalehu, Hawaii",earthquake,1.92,1.56,0.11,2,reviewed,hv,hv
1996-08-05T21:37:54.820Z,18.9013333,-155.254,12.298,2.55,ml,21,265,,0.1,hv,hv1124180,2020-03-31T22:23:02.150Z,"38 km ESE of Naalehu, Hawaii",earthquake,0.86,0.61,0.06,5,reviewed,hv,hv
1996-08-05T20:29:50.330Z,18.8278333,-155.221,37.052,4.75,md,38,280,,0.14,hv,hv1124175,2020-03-31T22:23:01.980Z,"46 km SE of Naalehu, Hawaii",earthquake,1.21,2.13,,1,reviewed,hv,hv
1996-08-05T17:04:50.000Z,18.8735,-155.2478333,9.658,3,ml,20,289,,0.1,hv,hv1124160,2020-03-31T22:23:01.490Z,"41 km ESE of Naalehu, Hawaii",earthquake,1.44,0.64,0.13,6,reviewed,hv,hv
1996-08-05T02:47:02.630Z,18.8986667,-155.2721667,14.158,2.52,ml,21,252,,0.07,hv,hv1124106,2020-03-31T22:23:00.890Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.84,2.76,0.21,4,reviewed,hv,hv
1996-08-05T00:27:11.090Z,18.9025,-155.2601667,13.498,3.19,ml,22,249,,0.09,hv,hv1124089,2020-03-31T22:23:00.730Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.11,0.79,0.18,3,reviewed,hv,hv
1996-08-04T12:26:14.130Z,18.8701667,-155.2611667,12.408,2.96,ml,23,257,,0.1,hv,hv1124027,2020-03-31T22:23:00.280Z,"40 km ESE of Naalehu, Hawaii",earthquake,0.9,0.79,0.1,7,reviewed,hv,hv
1996-08-04T10:24:15.720Z,18.8776667,-155.2601667,13.038,3.08,ml,25,253,,0.1,hv,hv1124008,2020-03-31T22:22:59.980Z,"39 km ESE of Naalehu, Hawaii",earthquake,0.85,0.84,0.1,3,reviewed,hv,hv
1996-08-03T15:12:24.140Z,18.926,-155.2475,12.041,2.63,ml,18,283,,0.11,hv,hv1123913,2020-03-31T22:22:58.800Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.26,0.94,0.05,4,reviewed,hv,hv
1996-08-03T09:29:09.550Z,18.9373333,-155.2928333,14.738,2.66,ml,17,240,,0.09,hv,hv1123872,2020-03-31T22:22:58.230Z,"33 km ESE of Naalehu, Hawaii",earthquake,1.01,1.38,0.13,5,reviewed,hv,hv
1996-08-03T09:09:07.290Z,18.884,-155.2543333,12.278,3.11,ml,19,255,,0.08,hv,hv1123871,2020-03-31T22:22:58.080Z,"39 km ESE of Naalehu, Hawaii",earthquake,0.95,0.77,0.04,2,reviewed,hv,hv
1996-08-03T09:04:20.660Z,18.883,-155.2581667,13.428,3.11,ml,25,252,,0.09,hv,hv1123870,2020-03-31T22:22:57.940Z,"39 km ESE of Naalehu, Hawaii",earthquake,0.83,1.29,0.05,4,reviewed,hv,hv
1996-08-02T22:17:19.400Z,18.9166667,-155.276,23.328,2.79,ml,19,260,,0.08,hv,hv1123811,2020-03-31T22:22:57.220Z,"36 km ESE of Naalehu, Hawaii",earthquake,1.42,3.21,0.16,2,reviewed,hv,hv
1996-08-02T20:09:11.370Z,18.8713333,-155.2558333,11.658,3.11,ml,19,285,,0.08,hv,hv1123797,2020-03-31T22:22:56.780Z,"40 km ESE of Naalehu, Hawaii",earthquake,1.02,0.98,0.09,4,reviewed,hv,hv
1996-08-02T20:01:40.190Z,18.846,-155.2508333,11.492,4.41,md,23,273,,0.1,hv,hv1123794,2020-03-31T22:22:56.510Z,"42 km SE of Naalehu, Hawaii",earthquake,1.05,0.95,,1,reviewed,hv,hv
1996-08-02T18:21:30.400Z,18.8956667,-155.2665,13.858,2.93,ml,34,250,,0.1,hv,hv1123784,2020-03-31T22:22:56.040Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.15,3.66,0.06,4,reviewed,hv,hv
1996-08-02T16:10:12.660Z,18.8745,-155.2661667,16.808,2.66,ml,19,275,,0.09,hv,hv1123766,2020-03-31T22:22:55.470Z,"39 km ESE of Naalehu, Hawaii",earthquake,1.4,13.55,0.05,0,reviewed,hv,hv
1996-08-02T04:45:03.740Z,18.9176667,-155.2873333,31.798,2.6,ml,14,266,,0.06,hv,hv1123679,2020-03-31T22:22:54.160Z,"34 km ESE of Naalehu, Hawaii",earthquake,3.1,2.81,0.14,4,reviewed,hv,hv
1996-08-02T04:13:52.860Z,18.9,-155.2573333,18.508,2.57,ml,15,265,,0.1,hv,hv1123673,2020-03-31T22:22:53.880Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.31,7.94,0.15,4,reviewed,hv,hv
1996-08-02T04:01:38.860Z,18.8966667,-155.2673333,11.258,3.03,ml,23,249,,0.1,hv,hv1123670,2020-03-31T22:22:53.730Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.29,0.73,0.12,4,reviewed,hv,hv
1996-08-02T02:26:31.840Z,18.8275,-155.2541667,24.918,2.86,ml,22,278,,0.09,hv,hv1127375,2020-03-31T22:22:53.450Z,"43 km SE of Naalehu, Hawaii",earthquake,1.74,4.3,0.09,6,reviewed,hv,hv
1996-08-02T02:23:32.650Z,18.8565,-155.2683333,9.888,3.22,ml,38,271,,0.12,hv,hv1123657,2020-03-31T22:22:53.290Z,"40 km SE of Naalehu, Hawaii",earthquake,1.41,0.91,0.1,5,reviewed,hv,hv
1996-08-01T16:28:20.270Z,18.8726667,-155.2641667,17.008,2.74,ml,18,269,,0.1,hv,hv1123607,2020-03-31T22:22:52.440Z,"39 km ESE of Naalehu, Hawaii",earthquake,1.58,13.59,0.06,2,reviewed,hv,hv
1996-08-01T12:15:48.850Z,18.8965,-155.2711667,10.532,4.31,md,19,249,,0.11,hv,hv1123568,2020-03-31T22:22:51.070Z,"37 km ESE of Naalehu, Hawaii",earthquake,1.27,0.68,,1,reviewed,hv,hv
1996-08-01T12:14:27.100Z,18.8936667,-155.264,13.378,3.25,ml,22,250,,0.08,hv,hv1123567,2020-03-31T22:22:50.900Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.01,0.93,0.03,3,reviewed,hv,hv
1996-08-01T07:28:43.000Z,18.9013333,-155.2608333,13.748,3.17,ml,21,249,,0.07,hv,hv1123549,2020-03-31T22:22:50.470Z,"38 km ESE of Naalehu, Hawaii",earthquake,1.08,1.72,0.14,2,reviewed,hv,hv
1996-08-01T05:19:59.530Z,18.8155,-155.2336667,9.362,2.91,ml,30,281,,0.13,hv,hv1123534,2020-03-31T22:21:57.300Z,"45 km SE of Naalehu, Hawaii",earthquake,4.49,1.39,0.09,5,reviewed,hv,hv
1996-08-01T01:58:10.870Z,18.9131667,-155.2568333,31.31,2.74,ml,9,262,,0.1,hv,hv1124193,2020-03-31T22:21:56.900Z,"38 km ESE of Naalehu, Hawaii",earthquake,2.71,3.03,,0,reviewed,hv,hv
