-3.166723941E+02	-1.764666140E-01
-3.115109955E+02	-1.760425925E+00
-3.063524099E+02	 2.553465605E+00
-3.011966354E+02	-1.578909159E+00
-2.960436702E+02	 4.114002585E-01
-2.908935123E+02	 1.003616333E+00
-2.857461598E+02	-7.991324663E-01
-2.806016108E+02	 1.837808341E-01
-2.754598635E+02	 3.463600874E-01
-2.703209159E+02	 6.297212243E-01
-2.651847661E+02	 7.873858809E-01
-2.600514122E+02	 2.837590575E-01
-2.549208523E+02	 2.370246410E+00
-2.497930845E+02	 6.992865801E-01
-2.446681069E+02	 3.660850525E-01
-2.395459176E+02	 6.997315288E-01
-2.344265147E+02	-6.246667504E-01
-2.293098962E+02	 6.508365870E-01
-2.241960603E+02	-1.714427918E-01
-2.190850050E+02	-2.600877881E-01
-2.139767285E+02	 8.139178902E-02
-2.088712287E+02	-1.806087196E-01
-2.037685039E+02	 1.085499883E+00
-1.986685520E+02	 1.732548773E-01
-1.935713712E+02	 1.245951653E+00
-1.884769595E+02	-8.636609912E-01
-1.833853151E+02	 8.778207898E-01
-1.782964359E+02	-7.212148905E-01
-1.732103202E+02	 1.227146029E+00
-1.681269659E+02	 9.993800521E-01
-1.630463711E+02	 2.640942335E+00
-1.579685340E+02	-2.435799599E+00
-1.528934526E+02	-7.511508465E-01
-1.478211249E+02	-6.007445455E-01
-1.427515491E+02	 9.162536860E-01
-1.376847231E+02	-1.412037760E-01
-1.326206452E+02	-1.135195643E-01
-1.275593134E+02	 2.371596813E+00
-1.225007256E+02	-1.049240828E+00
-1.174448801E+02	 1.754648209E+00
-1.123917749E+02	 2.007442713E+00
-1.073414080E+02	 8.153814673E-01
-1.022937775E+02	-5.369060040E-01
-9.724888152E+01	-1.295749307E+00
-9.220671808E+01	 4.385976791E-01
-8.716728526E+01	-1.557169795E+00
-8.213058113E+01	 2.695101500E+00
-7.709660375E+01	-1.200899556E-01
-7.206535119E+01	-4.107066691E-01
-6.703682152E+01	 1.997495532E+00
-6.201101279E+01	 1.150474906E+00
-5.698792308E+01	-4.654844999E-01
-5.196755045E+01	 1.663327515E-01
-4.694989295E+01	-2.820546389E+00
-4.193494866E+01	-4.223734736E-01
-3.692271564E+01	-1.570686936E+00
-3.191319194E+01	-1.633532333E+01
-2.690637563E+01	-2.473778152E+01
-2.190226477E+01	-3.003966141E+01
-1.690085743E+01	-2.973668861E+01
-1.190215165E+01	-3.156269264E+01
-6.906145501E+00	-1.447784710E+01
-1.912837044E+00	 1.374145203E+02
 3.077775663E+00	 1.490708313E+02
 8.065694562E+00	-8.446870804E+00
 1.305092159E+01	-3.158774757E+01
 1.803345870E+01	-3.191932869E+01
 2.301330783E+01	-3.234421921E+01
 2.799047091E+01	-3.294409943E+01
 3.296494990E+01	-3.661050797E+01
 3.793674674E+01	-3.666801071E+01
 4.290586336E+01	-2.939289474E+01
 4.787230171E+01	-2.264839935E+01
 5.283606375E+01	-1.443569851E+01
 5.779715140E+01	 2.704080009E+01
 6.275556661E+01	 3.417369690E+02
 6.771131134E+01	 1.039192505E+03
 7.266438751E+01	 1.273152710E+03
 7.761479709E+01	 1.117640625E+03
 8.256254201E+01	 8.881763306E+02
 8.750762421E+01	 7.039306641E+02
 9.245004565E+01	 5.735325928E+02
 9.738980827E+01	 4.474506531E+02
 1.023269140E+02	 3.577386169E+02
 1.072613648E+02	 2.771672363E+02
 1.121931626E+02	 2.139284515E+02
 1.171223094E+02	 1.725818481E+02
 1.220488071E+02	 1.358114014E+02
 1.269726577E+02	 9.928446198E+01
 1.318938630E+02	 8.384255981E+01
 1.368124251E+02	 7.144538879E+01
 1.417283459E+02	 5.576230621E+01
 1.466416273E+02	 4.397720718E+01
 1.515522712E+02	 4.069360733E+01
 1.564602798E+02	 2.865927315E+01
 1.613656548E+02	 2.014229012E+01
