Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,2.878085,4.380844,14.55756,51.83984,0.205232,0.321468,0,0.688098,12.0233,3.17144,0.125112,7.8371,
0.249999999999999,2.836742,4.515014,14.28425,51.9681,0.31213,0.353909,0,0.635391,12.18626,3.133902,0.217609,7.937551,
0.499999999999998,2.878436,4.518799,14.1013,51.6405,0.31756,0.342802,0,0.705234,12.0147,3.155683,0.115579,7.917665,
0.750000000000003,2.819517,4.602341,14.14547,51.69909,0.270614,0.338905,0,0.610133,12.04835,3.152619,0.150736,8.004298,
1,2.761722,4.663594,14.01825,51.14887,0.339406,0.282394,0,0.568114,12.08354,3.121681,0.129513,8.025016,
1.25,2.803231,4.864938,14.12541,51.99876,0.344398,0.301877,0,0.643618,12.17964,3.060645,0.122941,8.121606,
1.5,2.7928,4.818549,14.0303,51.72917,0.305919,0.31071,0,0.666778,12.06227,3.003546,0.160496,8.181902,
1.75,2.840868,4.865929,14.01302,51.50336,0.236997,0.418662,0,0.643469,12.11665,3.110332,0.19486,8.088811,
2,2.781082,4.910822,14.1495,51.40486,0.298842,0.366806,0,0.635376,12.21341,3.055327,0.140527,8.106915,
2.25,2.751331,4.980403,14.13049,51.778,0.343387,0.386076,0,0.597194,12.28868,3.167845,0.106542,8.203114,
2.5,2.735749,4.926912,14.24524,51.6166,0.420194,0.292159,0,0.658455,12.30172,3.077205,0.129585,8.068308,
2.75,2.732927,5.187183,14.1012,51.76167,0.383418,0.397086,0,0.578238,12.30215,3.144778,0.117991,8.148382,
3,2.668039,5.036727,14.09446,51.75294,0.214305,0.31957,0,0.660849,12.23326,3.143484,0.236792,8.414317,
3.25,2.657437,5.018919,14.07575,51.61996,0.336056,0.367112,0,0.614325,12.39444,3.017507,0.113696,8.22307,
3.5,2.635441,5.108968,14.20551,51.33382,0.394056,0.342177,0,0.589675,12.29996,3.14961,0.094831,8.285918,
3.75,2.567848,5.125318,13.95712,51.37981,0.300017,0.332501,0,0.622862,12.41839,3.021775,0.108103,8.314973,
4,2.430215,5.294405,13.97169,51.76125,0.250106,0.334407,0,0.654176,12.3433,3.129334,0.133789,8.442523,
4.25,2.169014,5.161985,13.81131,51.39124,0.322238,0.412793,0,0.613105,12.46735,3.016667,0.103735,8.451546,
4.5,1.841099,5.181251,13.9377,51.37511,0.261131,0.352825,0,0.593851,12.33207,3.090974,0.110033,8.432707,
4.75,1.629321,5.210408,13.93936,51.68702,0.327995,0.334523,0,0.627553,12.53493,2.982488,0.115368,8.589393,
5,1.323687,5.331234,14.03538,51.99411,0.278689,0.391144,0,0.549268,12.66528,2.986715,0.091205,8.622052,
5.25,1.106249,5.366141,14.23342,51.92559,0.365373,0.383084,0,0.57391,12.67875,3.086177,0.131996,8.756068,
5.5,0.981372,5.626931,14.17688,52.64227,0.309108,0.368533,0,0.626071,12.83212,3.130742,0.110531,8.833822,
5.75,0.749232,5.510915,14.30165,53.06635,0.257756,0.303672,0,0.588653,12.80289,3.055325,0.184386,8.636225,
6,0.63268,5.610352,14.3074,53.09403,0.253177,0.394476,0,0.586305,12.82996,2.96582,0.199221,8.767374,
6.25,0.450415,5.55733,14.34954,53.0325,0.354808,0.333444,0,0.619715,12.73219,2.969113,0.222602,8.62954,
6.5,0.426047,5.632987,14.57244,53.38275,0.284144,0.354765,0,0.573902,12.77703,3.035391,0.118573,8.845832,
6.75,0.386848,5.669039,14.80528,53.51089,0.402782,0.398811,0,0.593147,12.77697,3.144283,0.268378,8.782569,
7,0.331158,5.657657,14.4038,53.12545,0.300733,0.478442,0,0.548902,12.74238,3.131552,0.185516,8.776059,
7.25,0.24466,5.553405,14.39297,52.74211,0.355151,0.386938,0,0.526078,12.65881,3.093022,0.137045,8.833204,
7.5,0.236586,5.542778,14.10603,52.57688,0.398261,0.317628,0,0.590278,12.65003,3.083643,0.114224,8.791873,
7.75,0.245988,5.495265,14.24291,52.58517,0.27325,0.356176,0,0.55642,12.80358,3.150465,0.100268,8.782478,
8,0.305556,5.571819,14.3747,52.83149,0.337524,0.356398,0,0.569508,12.7562,3.171806,0.175108,8.722928,
8.25,0.300103,5.572926,14.22991,53.0741,0.326506,0.366715,0,0.627105,12.94322,3.025368,0.130596,8.830087,
8.5,0.486599,5.689979,14.45402,53.02151,0.259285,0.32702,0,0.564325,12.94571,3.136796,0.110059,8.887388,
8.75,0.650329,5.748272,14.39818,53.39953,0.302481,0.350896,0,0.565445,12.88476,3.196661,0.193931,8.821286,
9,0.748814,5.611166,14.51068,52.82365,0.307467,0.451819,0,0.590561,12.86118,3.013591,0.213493,8.668969,
9.25,0.917344,5.626966,14.25677,52.3079,0.306834,0.349677,0,0.567441,12.6757,3.033686,0.152812,8.864544,
9.5,1.172904,5.456327,14.17798,52.23,0.323155,0.392269,0,0.585842,12.71291,3.095377,0.186093,8.803986,
9.75,1.218727,5.508808,13.98106,51.38143,0.354648,0.361269,0,0.617697,12.68871,3.115135,0.198023,8.590106,
10,1.540511,5.402377,13.99693,51.30437,0.223833,0.41953,0,0.600675,12.62145,3.006489,0.168241,8.63051,
10.25,1.815696,5.426011,13.71761,51.28956,0.373702,0.402845,0,0.609417,12.51726,2.996156,0.17274,8.486814,
10.5,2.039595,5.388,13.82645,51.05637,0.260241,0.370244,0,0.598615,12.45133,3.129368,0.155772,8.480552,
10.75,2.216196,5.300058,13.87466,51.15035,0.336154,0.295317,0,0.576348,12.4337,2.989222,0.218948,8.322897,
11,2.476504,5.20014,13.78579,50.85955,0.229502,0.417139,0,0.570954,12.34752,3.055776,0.099602,8.474945,
11.25,2.545591,5.219907,13.73218,51.00664,0.291226,0.356733,0,0.539571,12.47665,3.04432,0.161669,8.376784,
11.5,2.627632,5.210974,13.55125,50.73503,0.295298,0.351595,0,0.594834,12.37014,3.010671,0.203941,8.404575,
11.75,2.687962,5.245282,13.71934,50.95718,0.308256,0.429819,0,0.575434,12.34856,3.001518,0.163463,8.370371,
12,2.747322,5.156382,13.78757,51.29356,0.27561,0.286957,0,0.570343,12.44508,3.007523,0.190533,8.393145,
12.25,2.690312,5.135978,13.76196,50.81243,0.302707,0.32159,0,0.603632,12.29616,2.966259,0.149012,8.404541,
12.5,2.68656,5.104066,13.73238,50.93254,0.324316,0.384942,0,0.572983,12.30406,3.090102,0.182989,8.267048,
12.75,2.664704,5.209371,13.67004,51.35649,0.383107,0.314116,0,0.634213,12.28308,3.087867,0.12031,8.366685,
13,2.713455,5.154695,13.74894,51.00182,0.280605,0.27773,0,0.574178,12.31834,2.942048,0.230361,8.290504,
13.25,2.752818,4.999936,13.77508,50.69618,0.375446,0.33987,0,0.617497,12.33408,3.114949,0.162795,8.225292,
13.5,2.800308,5.093999,13.76517,51.26628,0.320295,0.277312,0,0.638917,12.37544,3.110702,0.156394,8.235454,
13.75,2.59867,5.126152,13.82615,51.34913,0.367529,0.349937,0,0.604356,12.24366,2.965153,0.105722,8.264151,
14,2.706195,4.889801,13.70306,51.14707,0.232018,0.374114,0,0.589358,12.22814,3.089302,0.155834,8.178342,
14.25,2.671366,5.055457,13.80033,51.5951,0.261175,0.381835,0,0.633613,12.36057,3.085159,0.168519,8.328671,
14.5,2.767106,4.961175,13.82664,51.30635,0.288189,0.409489,0,0.577085,12.39426,3.007396,0.142468,8.153144,
14.75,2.735652,4.796694,13.81518,51.37815,0.316828,0.33147,0,0.619967,12.30203,3.016063,0.134171,8.223236,
15,2.748475,4.953312,14.0117,51.52449,0.264945,0.37648,0,0.603141,12.07785,3.186175,0.118567,8.218236,
15.25,2.776926,4.862065,14.08008,51.4418,0.30484,0.251846,0,0.623862,12.29105,3.126868,0.260648,8.075612,
15.5,2.783953,4.889281,13.90858,51.65571,0.322049,0.379278,0,0.609152,12.19595,3.071175,0.147735,8.288852,
15.75,2.751325,4.797874,14.19022,51.54922,0.358082,0.3925,0,0.601412,12.08486,3.188544,0.21123,8.222949,
16,2.915664,4.737911,14.44219,51.4595,0.269905,0.359287,0,0.580383,12.15984,3.055415,0.153966,8.078227,
16.25,2.720335,4.517424,14.16808,51.3341,0.343656,0.379609,0,0.595575,12.14656,3.122289,0.174697,8.016261,
16.5,2.789148,4.639976,14.39167,51.60225,0.32693,0.368715,0,0.675249,12.03748,3.070202,0.145983,7.87113,
16.75,2.911335,4.364674,14.21291,51.80501,0.391436,0.341759,0,0.673083,11.97417,3.144545,0.067256,7.872824,
17,2.941796,4.376035,14.47403,51.51624,0.331008,0.370535,0,0.654153,12.04952,3.138811,0.112517,7.757196,
17.25,2.882951,4.40181,14.46508,51.43575,0.410114,0.432194,0,0.620997,11.77806,3.080029,0.135981,7.799387,
17.5,2.897873,4.238019,14.34023,51.30094,0.325491,0.310509,0,0.669443,11.97078,3.043848,0.137247,7.703859,
17.75,2.880144,4.30636,14.30943,51.09709,0.296492,0.312959,0,0.66789,11.73437,3.220766,0.140124,7.560419,
18,3.009939,4.183747,14.37491,50.63428,0.374433,0.28562,0,0.683926,11.59323,2.990431,0.158454,7.563575,
18.25,2.989717,4.239856,14.14999,50.34574,0.232694,0.319443,0,0.741376,11.47964,3.027148,0.179349,7.568509,
18.5,3.102437,4.466409,13.92851,50.08278,0.292528,0.301043,0,0.696836,11.25784,3.037376,0.071884,7.390157,
18.75,2.942019,4.803198,13.79278,49.62034,0.282952,0.412306,0,0.69251,11.11822,3.050773,0.103416,7.171585,
19,3.018585,5.321905,13.42627,48.90384,0.309139,0.337708,0,0.691142,10.80265,2.850434,0.106142,7.245734,
19.25,2.94997,6.061669,13.18871,47.96695,0.283263,0.199924,0,0.713158,10.33396,2.787812,0.184396,7.480498,
19.5,3.025147,7.202771,12.69455,47.21534,0.256068,0.299369,0,0.700391,9.741631,2.666914,0.162113,7.535871,
19.75,2.683362,8.687277,12.04848,46.0028,0.353052,0.305791,0,0.692471,8.974545,2.506517,0.151945,7.491945,
20,2.493077,10.73098,11.27373,44.94184,0.244554,0.160521,0,0.652215,8.055156,2.324652,0.148665,8.061937,
20.25,2.284326,13.52508,10.41834,43.93249,0.269642,0.164323,0,0.606262,7.083247,2.054346,0.112841,8.565956,
20.5,1.847304,17.88144,9.158473,43.10085,0.221863,0.134943,0,0.491815,5.503671,1.626371,0.155825,9.546908,
20.75,1.138785,29.99834,6.407316,43.3,0.090286,0.126821,0,0.307573,3.186479,1.107495,0.22163,12.491,
21,0.581205,40.48878,3.366482,42.44496,0.017453,0.058354,0,0.139552,1.78718,0.402283,0.159811,12.56714,
21.25,0.417987,43.30324,2.287085,41.89912,-0.013546,0.050068,0,0.083905,1.155923,0.28232,0.192636,11.62762,
21.5,0.208705,44.67383,1.647321,41.48615,-0.021939,0.050571,0,0.047838,0.776161,0.203609,0.215394,11.068,
21.75,0.167133,45.85231,1.119425,41.297,-0.011487,0.000272,0,0.052029,0.565295,0.135071,0.27874,11.09807,
22,0.070004,46.78873,0.752148,41.20576,0.021787,0.005841,0,-0.003743,0.450221,0.094996,0.126411,11.09297,
22.25,0.006256,47.28149,0.583301,40.88879,-0.001898,-0.075041,0,0.03058,0.403745,0.066178,0.231744,11.11669,
22.5,-0.009915,47.78943,0.547241,40.6805,0.117798,-0.0088,0,0.044881,0.353818,0.127164,0.145703,11.12467,
22.75,-0.057076,47.98091,0.418739,40.77178,0.002064,0.003035,0,-0.003776,0.366073,0.021289,0.16639,10.92897,
23,0.034823,47.1399,0.315819,40.32253,0.056769,0.078899,0,0.019388,0.36245,0.047167,0.073834,10.91197,
23.25,-0.030579,47.81485,0.38007,40.88414,-0.077498,-0.020618,0,-0.017229,0.275475,0.029271,0.127758,10.93389,
23.5,-0.062633,47.85195,0.396347,41.01659,-0.006954,0.053818,0,0.021628,0.334917,-0.003842,0.136524,10.75364,
23.75,0.023331,48.11986,0.399367,40.90059,-0.019009,0.032,0,-0.003435,0.356567,-0.004548,0.18547,10.79766,
